global_index,SUB_addr,MAIN_addr,disk_offset,payload_start,sector_key,sector_local_index,decoded_old,decoded_new,raw_old,raw_new
1979,0x5325,0x1425,0x0628A,0x061B0,0x3A,0x325,10,F0,FE,DE
1981,0x5327,0x1427,0x06288,0x061B0,0x3A,0x327,40,C0,30,B0
1982,0x5328,0x1428,0x06287,0x061B0,0x3A,0x328,27,26,18,17
1983,0x5329,0x1429,0x06286,0x061B0,0x3A,0x329,80,40,72,32
1985,0x532B,0x142B,0x06284,0x061B0,0x3A,0x32B,10,50,04,44
1986,0x532C,0x142C,0x06283,0x061B0,0x3A,0x32C,12,26,07,1B
1987,0x532D,0x142D,0x06282,0x061B0,0x3A,0x32D,A0,50,96,46
1988,0x532E,0x142E,0x06281,0x061B0,0x3A,0x32E,27,26,1E,1D
1989,0x532F,0x142F,0x06280,0x061B0,0x3A,0x32F,F0,20,E8,18
1990,0x5330,0x1430,0x0627F,0x061B0,0x3A,0x330,26,27,1F,20
1991,0x5331,0x1431,0x0627E,0x061B0,0x3A,0x331,E0,10,DA,0A
1992,0x5332,0x1432,0x0627D,0x061B0,0x3A,0x332,26,12,21,0D
1995,0x5335,0x1435,0x0627A,0x061B0,0x3A,0x335,10,30,0E,2E
1996,0x5336,0x1436,0x06279,0x061B0,0x3A,0x336,12,27,11,26
1999,0x5339,0x1439,0x06276,0x061B0,0x3A,0x339,10,20,12,22
2000,0x533A,0x143A,0x06275,0x061B0,0x3A,0x33A,12,26,15,29
2001,0x533B,0x143B,0x06274,0x061B0,0x3A,0x33B,10,F0,14,F4
2002,0x533C,0x143C,0x06273,0x061B0,0x3A,0x33C,12,26,17,2B
2003,0x533D,0x143D,0x06272,0x061B0,0x3A,0x33D,10,20,16,26
2004,0x533E,0x143E,0x06271,0x061B0,0x3A,0x33E,12,27,19,2E
2005,0x533F,0x143F,0x06270,0x061B0,0x3A,0x33F,10,E0,18,E8
2006,0x5340,0x1440,0x0626F,0x061B0,0x3A,0x340,12,26,1B,2F
2015,0x5349,0x1449,0x06266,0x061B0,0x3A,0x349,F0,10,02,22
2016,0x534A,0x144A,0x06265,0x061B0,0x3A,0x34A,26,12,39,25
2017,0x534B,0x144B,0x06264,0x061B0,0x3A,0x34B,70,50,84,64
2019,0x534D,0x144D,0x06262,0x061B0,0x3A,0x34D,20,E0,36,F6
2020,0x534E,0x144E,0x06261,0x061B0,0x3A,0x34E,27,26,3E,3D
2021,0x534F,0x144F,0x06260,0x061B0,0x3A,0x34F,50,40,68,58
2022,0x5350,0x1450,0x0625F,0x061B0,0x3A,0x350,26,27,3F,40
2023,0x5351,0x1451,0x0625E,0x061B0,0x3A,0x351,10,50,2A,6A
2024,0x5352,0x1452,0x0625D,0x061B0,0x3A,0x352,12,26,2D,41
2026,0x5354,0x1454,0x0625B,0x061B0,0x3A,0x354,26,27,43,44
2028,0x5356,0x1456,0x06259,0x061B0,0x3A,0x356,26,12,45,31
2029,0x5357,0x1457,0x06258,0x061B0,0x3A,0x357,40,C0,60,E0
2030,0x5358,0x1458,0x06257,0x061B0,0x3A,0x358,27,26,48,47
2031,0x5359,0x1459,0x06256,0x061B0,0x3A,0x359,40,F0,62,12
2032,0x535A,0x145A,0x06255,0x061B0,0x3A,0x35A,27,26,4A,49
2033,0x535B,0x145B,0x06254,0x061B0,0x3A,0x35B,C0,70,E4,94
2035,0x535D,0x145D,0x06252,0x061B0,0x3A,0x35D,50,C0,76,E6
2037,0x535F,0x145F,0x06250,0x061B0,0x3A,0x35F,10,50,38,78
2038,0x5360,0x1460,0x0624F,0x061B0,0x3A,0x360,12,26,3B,4F
2039,0x5361,0x1461,0x0624E,0x061B0,0x3A,0x361,10,30,3A,5A
2040,0x5362,0x1462,0x0624D,0x061B0,0x3A,0x362,12,27,3D,52
2041,0x5363,0x1463,0x0624C,0x061B0,0x3A,0x363,10,30,3C,5C
2042,0x5364,0x1464,0x0624B,0x061B0,0x3A,0x364,12,27,3F,54
2055,0x5371,0x1471,0x0623E,0x061B0,0x3A,0x371,30,10,6A,4A
2056,0x5372,0x1472,0x0623D,0x061B0,0x3A,0x372,27,12,62,4D
2057,0x5373,0x1473,0x0623C,0x061B0,0x3A,0x373,F0,30,2C,6C
2058,0x5374,0x1474,0x0623B,0x061B0,0x3A,0x374,26,27,63,64
2059,0x5375,0x1475,0x0623A,0x061B0,0x3A,0x375,C0,10,FE,4E
2063,0x5379,0x1479,0x06236,0x061B0,0x3A,0x379,90,E0,D2,22
2067,0x537D,0x147D,0x06232,0x061B0,0x3A,0x37D,20,30,66,76
2069,0x537F,0x147F,0x06230,0x061B0,0x3A,0x37F,10,30,58,78
2070,0x5380,0x1480,0x0622F,0x061B0,0x3A,0x380,12,27,5B,70
2071,0x5381,0x1481,0x0622E,0x061B0,0x3A,0x381,90,60,DA,AA
2072,0x5382,0x1482,0x0622D,0x061B0,0x3A,0x382,26,12,71,5D
2073,0x5383,0x1483,0x0622C,0x061B0,0x3A,0x383,30,60,7C,AC
2074,0x5384,0x1484,0x0622B,0x061B0,0x3A,0x384,27,12,74,5F
2075,0x5385,0x1485,0x0622A,0x061B0,0x3A,0x385,10,60,5E,AE
2078,0x5388,0x1488,0x06227,0x061B0,0x3A,0x388,26,27,77,78
2079,0x5389,0x1489,0x06226,0x061B0,0x3A,0x389,F0,50,42,A2
2081,0x538B,0x148B,0x06224,0x061B0,0x3A,0x38B,20,50,74,A4
2082,0x538C,0x148C,0x06223,0x061B0,0x3A,0x38C,27,26,7C,7B
2083,0x538D,0x148D,0x06222,0x061B0,0x3A,0x38D,E0,B0,36,06
2085,0x538F,0x148F,0x06220,0x061B0,0x3A,0x38F,10,F0,68,48
2086,0x5390,0x1490,0x0621F,0x061B0,0x3A,0x390,12,26,6B,7F
2095,0x5399,0x1499,0x06216,0x061B0,0x3A,0x399,50,10,B2,72
2096,0x539A,0x149A,0x06215,0x061B0,0x3A,0x39A,26,12,89,75
2097,0x539B,0x149B,0x06214,0x061B0,0x3A,0x39B,E0,20,44,84
2098,0x539C,0x149C,0x06213,0x061B0,0x3A,0x39C,26,27,8B,8C
2099,0x539D,0x149D,0x06212,0x061B0,0x3A,0x39D,40,50,A6,B6
2100,0x539E,0x149E,0x06211,0x061B0,0x3A,0x39E,27,26,8E,8D
2101,0x539F,0x149F,0x06210,0x061B0,0x3A,0x39F,50,10,B8,78
2102,0x53A0,0x14A0,0x0620F,0x061B0,0x3A,0x3A0,26,27,8F,90
2103,0x53A1,0x14A1,0x0620E,0x061B0,0x3A,0x3A1,20,50,8A,BA
2105,0x53A3,0x14A3,0x0620C,0x061B0,0x3A,0x3A3,10,50,7C,BC
2106,0x53A4,0x14A4,0x0620B,0x061B0,0x3A,0x3A4,12,26,7F,93
2107,0x53A5,0x14A5,0x0620A,0x061B0,0x3A,0x3A5,C0,50,2E,BE
2109,0x53A7,0x14A7,0x06208,0x061B0,0x3A,0x3A7,F0,D0,60,40
2111,0x53A9,0x14A9,0x06206,0x061B0,0x3A,0x3A9,70,10,E2,82
2112,0x53AA,0x14AA,0x06205,0x061B0,0x3A,0x3AA,26,12,99,85
2113,0x53AB,0x14AB,0x06204,0x061B0,0x3A,0x3AB,C0,10,34,84
2114,0x53AC,0x14AC,0x06203,0x061B0,0x3A,0x3AC,26,12,9B,87
2115,0x53AD,0x14AD,0x06202,0x061B0,0x3A,0x3AD,50,10,C6,86
2116,0x53AE,0x14AE,0x06201,0x061B0,0x3A,0x3AE,26,12,9D,89
2117,0x53AF,0x14AF,0x06200,0x061B0,0x3A,0x3AF,30,10,A8,88
2118,0x53B0,0x14B0,0x061FF,0x061B0,0x3A,0x3B0,27,12,A0,8B
2119,0x53B1,0x14B1,0x061FE,0x061B0,0x3A,0x3B1,30,10,AA,8A
2120,0x53B2,0x14B2,0x061FD,0x061B0,0x3A,0x3B2,27,12,A2,8D
2135,0x53C1,0x14C1,0x061EE,0x061B0,0x3A,0x3C1,30,10,BA,9A
2136,0x53C2,0x14C2,0x061ED,0x061B0,0x3A,0x3C2,27,12,B2,9D
2137,0x53C3,0x14C3,0x061EC,0x061B0,0x3A,0x3C3,10,D0,9C,5C
2139,0x53C5,0x14C5,0x061EA,0x061B0,0x3A,0x3C5,40,90,CE,1E
2140,0x53C6,0x14C6,0x061E9,0x061B0,0x3A,0x3C6,26,36,B5,C5
2141,0x53C7,0x14C7,0x061E8,0x061B0,0x3A,0x3C7,E0,30,70,C0
2142,0x53C8,0x14C8,0x061E7,0x061B0,0x3A,0x3C8,26,37,B7,C8
2143,0x53C9,0x14C9,0x061E6,0x061B0,0x3A,0x3C9,50,30,E2,C2
2144,0x53CA,0x14CA,0x061E5,0x061B0,0x3A,0x3CA,26,37,B9,CA
2145,0x53CB,0x14CB,0x061E4,0x061B0,0x3A,0x3CB,30,10,C4,A4
2146,0x53CC,0x14CC,0x061E3,0x061B0,0x3A,0x3CC,27,12,BC,A7
2147,0x53CD,0x14CD,0x061E2,0x061B0,0x3A,0x3CD,30,20,C6,B6
2148,0x53CE,0x14CE,0x061E1,0x061B0,0x3A,0x3CE,27,26,BE,BD
2149,0x53CF,0x14CF,0x061E0,0x061B0,0x3A,0x3CF,60,C0,F8,58
2150,0x53D0,0x14D0,0x061DF,0x061B0,0x3A,0x3D0,12,26,AB,BF
2151,0x53D1,0x14D1,0x061DE,0x061B0,0x3A,0x3D1,60,50,FA,EA
2152,0x53D2,0x14D2,0x061DD,0x061B0,0x3A,0x3D2,12,27,AD,C2
2153,0x53D3,0x14D3,0x061DC,0x061B0,0x3A,0x3D3,60,50,FC,EC
2154,0x53D4,0x14D4,0x061DB,0x061B0,0x3A,0x3D4,12,26,AF,C3
2155,0x53D5,0x14D5,0x061DA,0x061B0,0x3A,0x3D5,20,40,BE,DE
2156,0x53D6,0x14D6,0x061D9,0x061B0,0x3A,0x3D6,27,9F,C6,3E
2157,0x53D7,0x14D7,0x061D8,0x061B0,0x3A,0x3D7,50,00,F0,A0
2158,0x53D8,0x14D8,0x061D7,0x061B0,0x3A,0x3D8,26,20,C7,C1
2159,0x53D9,0x14D9,0x061D6,0x061B0,0x3A,0x3D9,90,10,32,B2
2160,0x53DA,0x14DA,0x061D5,0x061B0,0x3A,0x3DA,26,12,C9,B5
2161,0x53DB,0x14DB,0x061D4,0x061B0,0x3A,0x3DB,B0,50,54,F4
2162,0x53DC,0x14DC,0x061D3,0x061B0,0x3A,0x3DC,26,39,CB,DE
2163,0x53DD,0x14DD,0x061D2,0x061B0,0x3A,0x3DD,F0,D0,96,76
2164,0x53DE,0x14DE,0x061D1,0x061B0,0x3A,0x3DE,26,3D,CD,E4
2165,0x53DF,0x14DF,0x061D0,0x061B0,0x3A,0x3DF,10,50,B8,F8
2166,0x53E0,0x14E0,0x061CF,0x061B0,0x3A,0x3E0,12,34,BB,DD
2173,0x53E7,0x14E7,0x061C8,0x061B0,0x3A,0x3E7,10,0F,C0,BF
2174,0x53E8,0x14E8,0x061C7,0x061B0,0x3A,0x3E8,12,10,C3,C1
2175,0x53E9,0x14E9,0x061C6,0x061B0,0x3A,0x3E9,20,12,D2,C4
2176,0x53EA,0x14EA,0x061C5,0x061B0,0x3A,0x3EA,27,10,DA,C3
2177,0x53EB,0x14EB,0x061C4,0x061B0,0x3A,0x3EB,50,12,04,C6
2178,0x53EC,0x14EC,0x061C3,0x061B0,0x3A,0x3EC,26,10,DB,C5
2179,0x53ED,0x14ED,0x061C2,0x061B0,0x3A,0x3ED,10,12,C6,C8
2180,0x53EE,0x14EE,0x061C1,0x061B0,0x3A,0x3EE,27,10,DE,C7
2181,0x53EF,0x14EF,0x061C0,0x061B0,0x3A,0x3EF,50,12,08,CA
2182,0x53F0,0x14F0,0x061BF,0x061B0,0x3A,0x3F0,27,10,E0,C9
2183,0x53F1,0x14F1,0x061BE,0x061B0,0x3A,0x3F1,90,12,4A,CC
2184,0x53F2,0x14F2,0x061BD,0x061B0,0x3A,0x3F2,26,30,E1,EB
2185,0x53F3,0x14F3,0x061BC,0x061B0,0x3A,0x3F3,50,14,0C,D0
2186,0x53F4,0x14F4,0x061BB,0x061B0,0x3A,0x3F4,26,10,E3,CD
2187,0x53F5,0x14F5,0x061BA,0x061B0,0x3A,0x3F5,D0,12,8E,D0
2188,0x53F6,0x14F6,0x061B9,0x061B0,0x3A,0x3F6,26,50,E5,0F
2189,0x53F7,0x14F7,0x061B8,0x061B0,0x3A,0x3F7,10,21,D0,E1
2190,0x53F8,0x14F8,0x061B7,0x061B0,0x3A,0x3F8,12,30,D3,F1
2191,0x53F9,0x14F9,0x061B6,0x061B0,0x3A,0x3F9,10,31,D2,F3
2192,0x53FA,0x14FA,0x061B5,0x061B0,0x3A,0x3FA,12,F0,D5,B3
2193,0x53FB,0x14FB,0x061B4,0x061B0,0x3A,0x3FB,10,E6,D4,AA
2194,0x53FC,0x14FC,0x061B3,0x061B0,0x3A,0x3FC,12,10,D7,D5
2195,0x53FD,0x14FD,0x061B2,0x061B0,0x3A,0x3FD,10,12,D6,D8
2196,0x53FE,0x14FE,0x061B1,0x061B0,0x3A,0x3FE,12,30,D9,F7
2197,0x53FF,0x14FF,0x061B0,0x061B0,0x3A,0x3FF,10,14,D9,DD
2198,0x5400,0x1500,0x069BF,0x065C0,0x3A,0x000,12,10,D8,D6
2199,0x5401,0x1501,0x069BE,0x065C0,0x3A,0x001,10,12,D7,D9
2200,0x5402,0x1502,0x069BD,0x065C0,0x3A,0x002,12,10,DA,D8
2201,0x5403,0x1503,0x069BC,0x065C0,0x3A,0x003,10,12,D9,DB
2202,0x5404,0x1504,0x069BB,0x065C0,0x3A,0x004,12,10,DC,DA
2203,0x5405,0x1505,0x069BA,0x065C0,0x3A,0x005,10,12,DB,DD
2204,0x5406,0x1506,0x069B9,0x065C0,0x3A,0x006,12,10,DE,DC
2205,0x5407,0x1507,0x069B8,0x065C0,0x3A,0x007,10,12,DD,DF
2206,0x5408,0x1508,0x069B7,0x065C0,0x3A,0x008,12,10,E0,DE
2207,0x5409,0x1509,0x069B6,0x065C0,0x3A,0x009,10,12,DF,E1
2208,0x540A,0x150A,0x069B5,0x065C0,0x3A,0x00A,12,10,E2,E0
2209,0x540B,0x150B,0x069B4,0x065C0,0x3A,0x00B,10,12,E1,E3
2210,0x540C,0x150C,0x069B3,0x065C0,0x3A,0x00C,12,10,E4,E2
2211,0x540D,0x150D,0x069B2,0x065C0,0x3A,0x00D,10,12,E3,E5
2212,0x540E,0x150E,0x069B1,0x065C0,0x3A,0x00E,12,10,E6,E4
2213,0x540F,0x150F,0x069B0,0x065C0,0x3A,0x00F,10,12,E5,E7
2214,0x5410,0x1510,0x069AF,0x065C0,0x3A,0x010,12,10,E8,E6
2215,0x5411,0x1511,0x069AE,0x065C0,0x3A,0x011,D0,12,A7,E9
2216,0x5412,0x1512,0x069AD,0x065C0,0x3A,0x012,26,10,FE,E8
2217,0x5413,0x1513,0x069AC,0x065C0,0x3A,0x013,90,12,69,EB
2218,0x5414,0x1514,0x069AB,0x065C0,0x3A,0x014,36,10,10,EA
2219,0x5415,0x1515,0x069AA,0x065C0,0x3A,0x015,30,12,0B,ED
2220,0x5416,0x1516,0x069A9,0x065C0,0x3A,0x016,37,10,13,EC
2221,0x5417,0x1517,0x069A8,0x065C0,0x3A,0x017,30,12,0D,EF
2222,0x5418,0x1518,0x069A7,0x065C0,0x3A,0x018,37,10,15,EE
2223,0x5419,0x1519,0x069A6,0x065C0,0x3A,0x019,10,12,EF,F1
2224,0x541A,0x151A,0x069A5,0x065C0,0x3A,0x01A,12,10,F2,F0
2225,0x541B,0x151B,0x069A4,0x065C0,0x3A,0x01B,20,12,01,F3
2226,0x541C,0x151C,0x069A3,0x065C0,0x3A,0x01C,26,10,08,F2
2227,0x541D,0x151D,0x069A2,0x065C0,0x3A,0x01D,C0,12,A3,F5
2228,0x541E,0x151E,0x069A1,0x065C0,0x3A,0x01E,26,10,0A,F4
2229,0x541F,0x151F,0x069A0,0x065C0,0x3A,0x01F,50,12,35,F7
2230,0x5420,0x1520,0x0699F,0x065C0,0x3A,0x020,27,10,0D,F6
2231,0x5421,0x1521,0x0699E,0x065C0,0x3A,0x021,50,12,37,F9
2232,0x5422,0x1522,0x0699D,0x065C0,0x3A,0x022,26,10,0E,F8
2233,0x5423,0x1523,0x0699C,0x065C0,0x3A,0x023,10,12,F9,FB
2234,0x5424,0x1524,0x0699B,0x065C0,0x3A,0x024,12,10,FC,FA
2235,0x5425,0x1525,0x0699A,0x065C0,0x3A,0x025,B0,12,9B,FD
2236,0x5426,0x1526,0x06999,0x065C0,0x3A,0x026,28,10,14,FC
2237,0x5427,0x1527,0x06998,0x065C0,0x3A,0x027,90,12,7D,FF
2238,0x5428,0x1528,0x06997,0x065C0,0x3A,0x028,D1,10,BF,FE
2239,0x5429,0x1529,0x06996,0x065C0,0x3A,0x029,00,12,EF,01
2240,0x542A,0x152A,0x06995,0x065C0,0x3A,0x02A,BD,10,AD,00
2241,0x542B,0x152B,0x06994,0x065C0,0x3A,0x02B,F0,12,E1,03
2242,0x542C,0x152C,0x06993,0x065C0,0x3A,0x02C,29,10,1B,02
2243,0x542D,0x152D,0x06992,0x065C0,0x3A,0x02D,20,12,13,05
2244,0x542E,0x152E,0x06991,0x065C0,0x3A,0x02E,39,10,2D,04
2245,0x542F,0x152F,0x06990,0x065C0,0x3A,0x02F,10,12,05,07
2246,0x5430,0x1530,0x0698F,0x065C0,0x3A,0x030,12,10,08,06
2247,0x5431,0x1531,0x0698E,0x065C0,0x3A,0x031,10,12,07,09
2248,0x5432,0x1532,0x0698D,0x065C0,0x3A,0x032,12,10,0A,08
2249,0x5433,0x1533,0x0698C,0x065C0,0x3A,0x033,10,12,09,0B
2250,0x5434,0x1534,0x0698B,0x065C0,0x3A,0x034,12,10,0C,0A
2251,0x5435,0x1535,0x0698A,0x065C0,0x3A,0x035,0F,12,0A,0D
2256,0x543A,0x153A,0x06985,0x065C0,0x3A,0x03A,10,E0,10,E0
2257,0x543B,0x153B,0x06984,0x065C0,0x3A,0x03B,12,17,13,18
2258,0x543C,0x153C,0x06983,0x065C0,0x3A,0x03C,10,D0,12,D2
2259,0x543D,0x153D,0x06982,0x065C0,0x3A,0x03D,12,E5,15,E8
2260,0x543E,0x153E,0x06981,0x065C0,0x3A,0x03E,30,10,34,14
2261,0x543F,0x153F,0x06980,0x065C0,0x3A,0x03F,14,12,19,17
2264,0x5442,0x1542,0x0697D,0x065C0,0x3A,0x042,00,10,08,18
2265,0x5443,0x1543,0x0697C,0x065C0,0x3A,0x043,1B,12,24,1B
2266,0x5444,0x1544,0x0697B,0x065C0,0x3A,0x044,90,10,9A,1A
2267,0x5445,0x1545,0x0697A,0x065C0,0x3A,0x045,3A,12,45,1D
2268,0x5446,0x1546,0x06979,0x065C0,0x3A,0x046,50,10,5C,1C
2269,0x5447,0x1547,0x06978,0x065C0,0x3A,0x047,2B,12,38,1F
2270,0x5448,0x1548,0x06977,0x065C0,0x3A,0x048,30,50,3E,5E
2271,0x5449,0x1549,0x06976,0x065C0,0x3A,0x049,1A,E3,29,F2
2272,0x544A,0x154A,0x06975,0x065C0,0x3A,0x04A,30,00,40,10
2273,0x544B,0x154B,0x06974,0x065C0,0x3A,0x04B,2A,6C,3B,7D
2274,0x544C,0x154C,0x06973,0x065C0,0x3A,0x04C,F0,C0,02,D2
2275,0x544D,0x154D,0x06972,0x065C0,0x3A,0x04D,1A,3F,2D,52
2278,0x5450,0x1550,0x0696F,0x065C0,0x3A,0x050,30,10,46,26
2279,0x5451,0x1551,0x0696E,0x065C0,0x3A,0x051,14,12,2B,29
2280,0x5452,0x1552,0x0696D,0x065C0,0x3A,0x052,10,60,28,78
2281,0x5453,0x1553,0x0696C,0x065C0,0x3A,0x053,12,E5,2B,FE
2282,0x5454,0x1554,0x0696B,0x065C0,0x3A,0x054,10,D0,2A,EA
2283,0x5455,0x1555,0x0696A,0x065C0,0x3A,0x055,12,31,2D,4C
2284,0x5456,0x1556,0x06969,0x065C0,0x3A,0x056,10,A0,2C,BC
2285,0x5457,0x1557,0x06968,0x065C0,0x3A,0x057,12,E6,2F,03
2334,0x5488,0x1588,0x06937,0x065C0,0x3A,0x088,70,10,BE,5E
2335,0x5489,0x1589,0x06936,0x065C0,0x3A,0x089,2A,12,79,61
2336,0x548A,0x158A,0x06935,0x065C0,0x3A,0x08A,30,20,80,70
2337,0x548B,0x158B,0x06934,0x065C0,0x3A,0x08B,1A,30,6B,81
2338,0x548C,0x158C,0x06933,0x065C0,0x3A,0x08C,C0,00,12,52
2339,0x548D,0x158D,0x06932,0x065C0,0x3A,0x08D,3A,DF,8D,32
2340,0x548E,0x158E,0x06931,0x065C0,0x3A,0x08E,F0,A0,44,F4
2341,0x548F,0x158F,0x06930,0x065C0,0x3A,0x08F,1A,DE,6F,33
2342,0x5490,0x1590,0x0692F,0x065C0,0x3A,0x090,F0,10,46,66
2343,0x5491,0x1591,0x0692E,0x065C0,0x3A,0x091,1B,12,72,69
2344,0x5492,0x1592,0x0692D,0x065C0,0x3A,0x092,C0,10,18,68
2345,0x5493,0x1593,0x0692C,0x065C0,0x3A,0x093,13,12,6C,6B
2350,0x5498,0x1598,0x06927,0x065C0,0x3A,0x098,10,50,6E,AE
2351,0x5499,0x1599,0x06926,0x065C0,0x3A,0x099,12,E3,71,42
2352,0x549A,0x159A,0x06925,0x065C0,0x3A,0x09A,10,00,70,60
2353,0x549B,0x159B,0x06924,0x065C0,0x3A,0x09B,12,6C,73,CD
2354,0x549C,0x159C,0x06923,0x065C0,0x3A,0x09C,10,C0,72,22
2355,0x549D,0x159D,0x06922,0x065C0,0x3A,0x09D,12,3F,75,A2
2356,0x549E,0x159E,0x06921,0x065C0,0x3A,0x09E,30,10,94,74
2357,0x549F,0x159F,0x06920,0x065C0,0x3A,0x09F,9D,12,02,77
2360,0x54A2,0x15A2,0x0691D,0x065C0,0x3A,0x0A2,10,60,78,C8
2361,0x54A3,0x15A3,0x0691C,0x065C0,0x3A,0x0A3,12,E5,7B,4E
2362,0x54A4,0x15A4,0x0691B,0x065C0,0x3A,0x0A4,00,D0,6A,3A
2363,0x54A5,0x15A5,0x0691A,0x065C0,0x3A,0x0A5,B2,31,1D,9C
2364,0x54A6,0x15A6,0x06919,0x065C0,0x3A,0x0A6,90,A0,FC,0C
2365,0x54A7,0x15A7,0x06918,0x065C0,0x3A,0x0A7,F9,E6,66,53
2390,0x54C0,0x15C0,0x068FF,0x065C0,0x3A,0x0C0,10,C0,96,46
2391,0x54C1,0x15C1,0x068FE,0x065C0,0x3A,0x0C1,12,27,99,AE
2392,0x54C2,0x15C2,0x068FD,0x065C0,0x3A,0x0C2,10,B0,98,38
2393,0x54C3,0x15C3,0x068FC,0x065C0,0x3A,0x0C3,12,24,9B,AD
2394,0x54C4,0x15C4,0x068FB,0x065C0,0x3A,0x0C4,10,80,9A,0A
2395,0x54C5,0x15C5,0x068FA,0x065C0,0x3A,0x0C5,12,E6,9D,71
2400,0x54CA,0x15CA,0x068F5,0x065C0,0x3A,0x0CA,10,70,A0,00
2401,0x54CB,0x15CB,0x068F4,0x065C0,0x3A,0x0CB,12,E6,A3,77
2402,0x54CC,0x15CC,0x068F3,0x065C0,0x3A,0x0CC,10,F0,A2,82
2403,0x54CD,0x15CD,0x068F2,0x065C0,0x3A,0x0CD,12,C7,A5,5A
2404,0x54CE,0x15CE,0x068F1,0x065C0,0x3A,0x0CE,10,C0,A4,54
2405,0x54CF,0x15CF,0x068F0,0x065C0,0x3A,0x0CF,12,3F,A7,D4
2414,0x54D8,0x15D8,0x068E7,0x065C0,0x3A,0x0D8,70,10,0E,AE
2415,0x54D9,0x15D9,0x068E6,0x065C0,0x3A,0x0D9,2A,12,C9,B1
2416,0x54DA,0x15DA,0x068E5,0x065C0,0x3A,0x0DA,60,10,00,B0
2417,0x54DB,0x15DB,0x068E4,0x065C0,0x3A,0x0DB,1B,12,BC,B3
2418,0x54DC,0x15DC,0x068E3,0x065C0,0x3A,0x0DC,40,10,E2,B2
2419,0x54DD,0x15DD,0x068E2,0x065C0,0x3A,0x0DD,1A,12,BD,B5
2420,0x54DE,0x15DE,0x068E1,0x065C0,0x3A,0x0DE,30,10,D4,B4
2421,0x54DF,0x15DF,0x068E0,0x065C0,0x3A,0x0DF,3B,12,E0,B7
2430,0x54E8,0x15E8,0x068D7,0x065C0,0x3A,0x0E8,10,D0,BE,7E
2431,0x54E9,0x15E9,0x068D6,0x065C0,0x3A,0x0E9,12,E6,C1,95
2432,0x54EA,0x15EA,0x068D5,0x065C0,0x3A,0x0EA,10,70,C0,20
2433,0x54EB,0x15EB,0x068D4,0x065C0,0x3A,0x0EB,12,34,C3,E5
2434,0x54EC,0x15EC,0x068D3,0x065C0,0x3A,0x0EC,10,F0,C2,A2
2435,0x54ED,0x15ED,0x068D2,0x065C0,0x3A,0x0ED,12,CD,C5,80
2436,0x54EE,0x15EE,0x068D1,0x065C0,0x3A,0x0EE,30,50,E4,04
2437,0x54EF,0x15EF,0x068D0,0x065C0,0x3A,0x0EF,9D,39,52,EE
2440,0x54F2,0x15F2,0x068CD,0x065C0,0x3A,0x0F2,10,60,C8,18
2441,0x54F3,0x15F3,0x068CC,0x065C0,0x3A,0x0F3,12,E5,CB,9E
2442,0x54F4,0x15F4,0x068CB,0x065C0,0x3A,0x0F4,00,D0,BA,8A
2443,0x54F5,0x15F5,0x068CA,0x065C0,0x3A,0x0F5,B2,31,6D,EC
2444,0x54F6,0x15F6,0x068C9,0x065C0,0x3A,0x0F6,90,C0,4C,7C
2445,0x54F7,0x15F7,0x068C8,0x065C0,0x3A,0x0F7,F9,3F,B6,FC
2470,0x5510,0x1610,0x068AF,0x065C0,0x3A,0x110,10,90,E7,67
2471,0x5511,0x1611,0x068AE,0x065C0,0x3A,0x111,12,DE,EA,B6
2472,0x5512,0x1612,0x068AD,0x065C0,0x3A,0x112,10,D0,E9,A9
2473,0x5513,0x1613,0x068AC,0x065C0,0x3A,0x113,12,3D,EC,17
2474,0x5514,0x1614,0x068AB,0x065C0,0x3A,0x114,10,C0,EB,9B
2475,0x5515,0x1615,0x068AA,0x065C0,0x3A,0x115,12,27,EE,03
2476,0x5516,0x1616,0x068A9,0x065C0,0x3A,0x116,40,10,1D,ED
2477,0x5517,0x1617,0x068A8,0x065C0,0x3A,0x117,8A,12,68,F0
2478,0x5518,0x1618,0x068A7,0x065C0,0x3A,0x118,60,10,3F,EF
2479,0x5519,0x1619,0x068A6,0x065C0,0x3A,0x119,C6,12,A6,F2
2481,0x551B,0x161B,0x068A4,0x065C0,0x3A,0x11B,12,E2,F4,C4
2482,0x551C,0x161C,0x068A3,0x065C0,0x3A,0x11C,40,F0,23,D3
2483,0x551D,0x161D,0x068A2,0x065C0,0x3A,0x11D,F2,CD,D6,B1
2485,0x551F,0x161F,0x068A0,0x065C0,0x3A,0x11F,12,E0,F8,C6
2494,0x5528,0x1628,0x06897,0x065C0,0x3A,0x128,10,0F,FF,FE
2495,0x5529,0x1629,0x06896,0x065C0,0x3A,0x129,12,10,02,00
2496,0x552A,0x162A,0x06895,0x065C0,0x3A,0x12A,10,12,01,03
2497,0x552B,0x162B,0x06894,0x065C0,0x3A,0x12B,12,B0,04,A2
2498,0x552C,0x162C,0x06893,0x065C0,0x3A,0x12C,10,E2,03,D5
2499,0x552D,0x162D,0x06892,0x065C0,0x3A,0x12D,12,30,06,24
2500,0x552E,0x162E,0x06891,0x065C0,0x3A,0x12E,10,3F,05,34
2501,0x552F,0x162F,0x06890,0x065C0,0x3A,0x12F,12,30,08,26
2502,0x5530,0x1630,0x0688F,0x065C0,0x3A,0x130,10,E7,07,DE
2503,0x5531,0x1631,0x0688E,0x065C0,0x3A,0x131,12,B0,0A,A8
