index,unicode,slot,token,rom_offset,source,provenance,review
301,U+C6B4,3359,F0D1,0x1A3E0,glyphs/glyph_0301_U+C6B4_slot3359_tokF0D1_off1A3E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
302,U+C6B8,3391,F0D3,0x1A7E0,glyphs/glyph_0302_U+C6B8_slot3391_tokF0D3_off1A7E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
303,U+C6C0,3423,F0D5,0x1ABE0,glyphs/glyph_0303_U+C6C0_slot3423_tokF0D5_off1ABE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
304,U+C6CC,3455,F0D7,0x1AFE0,glyphs/glyph_0304_U+C6CC_slot3455_tokF0D7_off1AFE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
305,U+C6D0,3487,F0D9,0x1B3E0,glyphs/glyph_0305_U+C6D0_slot3487_tokF0D9_off1B3E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
306,U+C6D4,3519,F0DB,0x1B7E0,glyphs/glyph_0306_U+C6D4_slot3519_tokF0DB_off1B7E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
307,U+C6E0,3551,F0DD,0x1BBE0,glyphs/glyph_0307_U+C6E0_slot3551_tokF0DD_off1BBE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
308,U+C704,3552,00DE,0x1BC00,glyphs/glyph_0308_U+C704_slot3552_tok00DE_off1BC00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
309,U+C708,3553,10DE,0x1BC20,glyphs/glyph_0309_U+C708_slot3553_tok10DE_off1BC20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
310,U+C720,3554,20DE,0x1BC40,glyphs/glyph_0310_U+C720_slot3554_tok20DE_off1BC40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
311,U+C73C,3555,30DE,0x1BC60,glyphs/glyph_0311_U+C73C_slot3555_tok30DE_off1BC60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
312,U+C740,3556,40DE,0x1BC80,glyphs/glyph_0312_U+C740_slot3556_tok40DE_off1BC80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
313,U+C744,3557,50DE,0x1BCA0,glyphs/glyph_0313_U+C744_slot3557_tok50DE_off1BCA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
314,U+C74C,3558,60DE,0x1BCC0,glyphs/glyph_0314_U+C74C_slot3558_tok60DE_off1BCC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
315,U+C751,3559,70DE,0x1BCE0,glyphs/glyph_0315_U+C751_slot3559_tok70DE_off1BCE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
316,U+C758,3560,80DE,0x1BD00,glyphs/glyph_0316_U+C758_slot3560_tok80DE_off1BD00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
317,U+C774,3561,90DE,0x1BD20,glyphs/glyph_0317_U+C774_slot3561_tok90DE_off1BD20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
318,U+C778,3562,A0DE,0x1BD40,glyphs/glyph_0318_U+C778_slot3562_tokA0DE_off1BD40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
319,U+C77C,3563,B0DE,0x1BD60,glyphs/glyph_0319_U+C77C_slot3563_tokB0DE_off1BD60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
320,U+C783,3564,C0DE,0x1BD80,glyphs/glyph_0320_U+C783_slot3564_tokC0DE_off1BD80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
321,U+C784,3565,D0DE,0x1BDA0,glyphs/glyph_0321_U+C784_slot3565_tokD0DE_off1BDA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
322,U+C785,3566,E0DE,0x1BDC0,glyphs/glyph_0322_U+C785_slot3566_tokE0DE_off1BDC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
323,U+C788,3567,F0DE,0x1BDE0,glyphs/glyph_0323_U+C788_slot3567_tokF0DE_off1BDE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
324,U+C790,3568,00DF,0x1BE00,glyphs/glyph_0324_U+C790_slot3568_tok00DF_off1BE00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
325,U+C791,3569,10DF,0x1BE20,glyphs/glyph_0325_U+C791_slot3569_tok10DF_off1BE20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
326,U+C794,3570,20DF,0x1BE40,glyphs/glyph_0326_U+C794_slot3570_tok20DF_off1BE40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
327,U+C796,3571,30DF,0x1BE60,glyphs/glyph_0327_U+C796_slot3571_tok30DF_off1BE60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
328,U+C798,3572,40DF,0x1BE80,glyphs/glyph_0328_U+C798_slot3572_tok40DF_off1BE80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
329,U+C7A0,3573,50DF,0x1BEA0,glyphs/glyph_0329_U+C7A0_slot3573_tok50DF_off1BEA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
330,U+C7A5,3574,60DF,0x1BEC0,glyphs/glyph_0330_U+C7A5_slot3574_tok60DF_off1BEC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
331,U+C7AC,3575,70DF,0x1BEE0,glyphs/glyph_0331_U+C7AC_slot3575_tok70DF_off1BEE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
332,U+C7C1,3576,80DF,0x1BF00,glyphs/glyph_0332_U+C7C1_slot3576_tok80DF_off1BF00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
333,U+C800,3577,90DF,0x1BF20,glyphs/glyph_0333_U+C800_slot3577_tok90DF_off1BF20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
334,U+C801,3578,A0DF,0x1BF40,glyphs/glyph_0334_U+C801_slot3578_tokA0DF_off1BF40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
335,U+C804,3579,B0DF,0x1BF60,glyphs/glyph_0335_U+C804_slot3579_tokB0DF_off1BF60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
336,U+C808,3580,C0DF,0x1BF80,glyphs/glyph_0336_U+C808_slot3580_tokC0DF_off1BF80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
337,U+C810,3581,D0DF,0x1BFA0,glyphs/glyph_0337_U+C810_slot3581_tokD0DF_off1BFA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
338,U+C811,3582,E0DF,0x1BFC0,glyphs/glyph_0338_U+C811_slot3582_tokE0DF_off1BFC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
339,U+C815,3583,F0DF,0x1BFE0,glyphs/glyph_0339_U+C815_slot3583_tokF0DF_off1BFE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
340,U+C816,3615,F0E1,0x1C3E0,glyphs/glyph_0340_U+C816_slot3615_tokF0E1_off1C3E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
341,U+C81C,3647,F0E3,0x1C7E0,glyphs/glyph_0341_U+C81C_slot3647_tokF0E3_off1C7E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
342,U+C820,3679,F0E5,0x1CBE0,glyphs/glyph_0342_U+C820_slot3679_tokF0E5_off1CBE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
343,U+C838,3711,F0E7,0x1CFE0,glyphs/glyph_0343_U+C838_slot3711_tokF0E7_off1CFE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
344,U+C84C,3743,F0E9,0x1D3E0,glyphs/glyph_0344_U+C84C_slot3743_tokF0E9_off1D3E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
345,U+C870,3775,F0EB,0x1D7E0,glyphs/glyph_0345_U+C870_slot3775_tokF0EB_off1D7E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
346,U+C871,3807,F0ED,0x1DBE0,glyphs/glyph_0346_U+C871_slot3807_tokF0ED_off1DBE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
347,U+C874,3839,F0EF,0x1DFE0,glyphs/glyph_0347_U+C874_slot3839_tokF0EF_off1DFE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
348,U+C878,3871,F0F1,0x1E3E0,glyphs/glyph_0348_U+C878_slot3871_tokF0F1_off1E3E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
349,U+C88B,3903,F0F3,0x1E7E0,glyphs/glyph_0349_U+C88B_slot3903_tokF0F3_off1E7E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
350,U+C8FC,3935,F0F5,0x1EBE0,glyphs/glyph_0350_U+C8FC_slot3935_tokF0F5_off1EBE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
351,U+C8FD,3967,F0F7,0x1EFE0,glyphs/glyph_0351_U+C8FD_slot3967_tokF0F7_off1EFE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
352,U+C904,3999,F0F9,0x1F3E0,glyphs/glyph_0352_U+C904_slot3999_tokF0F9_off1F3E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
353,U+C911,4031,F0FB,0x1F7E0,glyphs/glyph_0353_U+C911_slot4031_tokF0FB_off1F7E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
354,U+C918,4063,F0FD,0x1FBE0,glyphs/glyph_0354_U+C918_slot4063_tokF0FD_off1FBE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
355,U+C990,4095,F0FF,0x1FFE0,glyphs/glyph_0355_U+C990_slot4095_tokF0FF_off1FFE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
356,U+C99D,3584,00E0,0x1C000,glyphs/glyph_0356_U+C99D_slot3584_tok00E0_off1C000.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
357,U+C9C0,3585,10E0,0x1C020,glyphs/glyph_0357_U+C9C0_slot3585_tok10E0_off1C020.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
358,U+C9C1,3586,20E0,0x1C040,glyphs/glyph_0358_U+C9C1_slot3586_tok20E0_off1C040.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
359,U+C9C4,3587,30E0,0x1C060,glyphs/glyph_0359_U+C9C4_slot3587_tok30E0_off1C060.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
360,U+C9C8,3588,40E0,0x1C080,glyphs/glyph_0360_U+C9C8_slot3588_tok40E0_off1C080.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
361,U+C9D1,3589,50E0,0x1C0A0,glyphs/glyph_0361_U+C9D1_slot3589_tok50E0_off1C0A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
362,U+C9D3,3590,60E0,0x1C0C0,glyphs/glyph_0362_U+C9D3_slot3590_tok60E0_off1C0C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
363,U+C9DC,3591,70E0,0x1C0E0,glyphs/glyph_0363_U+C9DC_slot3591_tok70E0_off1C0E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
364,U+C9F8,3592,80E0,0x1C100,glyphs/glyph_0364_U+C9F8_slot3592_tok80E0_off1C100.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
365,U+CC0C,3593,90E0,0x1C120,glyphs/glyph_0365_U+CC0C_slot3593_tok90E0_off1C120.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
366,U+CC28,3594,A0E0,0x1C140,glyphs/glyph_0366_U+CC28_slot3594_tokA0E0_off1C140.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
367,U+CC2C,3595,B0E0,0x1C160,glyphs/glyph_0367_U+CC2C_slot3595_tokB0E0_off1C160.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
368,U+CC2E,3596,C0E0,0x1C180,glyphs/glyph_0368_U+CC2E_slot3596_tokC0E0_off1C180.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
369,U+CC38,3597,D0E0,0x1C1A0,glyphs/glyph_0369_U+CC38_slot3597_tokD0E0_off1C1A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
370,U+CC3E,3598,E0E0,0x1C1C0,glyphs/glyph_0370_U+CC3E_slot3598_tokE0E0_off1C1C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
371,U+CC44,3599,F0E0,0x1C1E0,glyphs/glyph_0371_U+CC44_slot3599_tokF0E0_off1C1E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
372,U+CC98,3600,00E1,0x1C200,glyphs/glyph_0372_U+CC98_slot3600_tok00E1_off1C200.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
373,U+CC99,3601,10E1,0x1C220,glyphs/glyph_0373_U+CC99_slot3601_tok10E1_off1C220.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
374,U+CC9C,3602,20E1,0x1C240,glyphs/glyph_0374_U+CC9C_slot3602_tok20E1_off1C240.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
375,U+CCB4,3603,30E1,0x1C260,glyphs/glyph_0375_U+CCB4_slot3603_tok30E1_off1C260.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
376,U+CCD0,3604,40E1,0x1C280,glyphs/glyph_0376_U+CCD0_slot3604_tok40E1_off1C280.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
377,U+CCE4,3605,50E1,0x1C2A0,glyphs/glyph_0377_U+CCE4_slot3605_tok50E1_off1C2A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
378,U+CD08,3606,60E1,0x1C2C0,glyphs/glyph_0378_U+CD08_slot3606_tok60E1_off1C2C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
379,U+CD5C,3607,70E1,0x1C2E0,glyphs/glyph_0379_U+CD5C_slot3607_tok70E1_off1C2E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
380,U+CD94,3608,80E1,0x1C300,glyphs/glyph_0380_U+CD94_slot3608_tok80E1_off1C300.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
381,U+CDA4,3609,90E1,0x1C320,glyphs/glyph_0381_U+CDA4_slot3609_tok90E1_off1C320.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
382,U+CE58,3610,A0E1,0x1C340,glyphs/glyph_0382_U+CE58_slot3610_tokA0E1_off1C340.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
383,U+CE5C,3611,B0E1,0x1C360,glyphs/glyph_0383_U+CE5C_slot3611_tokB0E1_off1C360.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
384,U+CE6D,3612,C0E1,0x1C380,glyphs/glyph_0384_U+CE6D_slot3612_tokC0E1_off1C380.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
385,U+CE78,3613,D0E1,0x1C3A0,glyphs/glyph_0385_U+CE78_slot3613_tokD0E1_off1C3A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
386,U+CEE4,3614,E0E1,0x1C3C0,glyphs/glyph_0386_U+CEE4_slot3614_tokE0E1_off1C3C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
387,U+CF00,3616,00E2,0x1C400,glyphs/glyph_0387_U+CF00_slot3616_tok00E2_off1C400.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
388,U+CF54,3617,10E2,0x1C420,glyphs/glyph_0388_U+CF54_slot3617_tok10E2_off1C420.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
389,U+D0C0,3618,20E2,0x1C440,glyphs/glyph_0389_U+D0C0_slot3618_tok20E2_off1C440.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
390,U+D0C4,3619,30E2,0x1C460,glyphs/glyph_0390_U+D0C4_slot3619_tok30E2_off1C460.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
391,U+D0DC,3620,40E2,0x1C480,glyphs/glyph_0391_U+D0DC_slot3620_tok40E2_off1C480.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
392,U+D130,3621,50E2,0x1C4A0,glyphs/glyph_0392_U+D130_slot3621_tok50E2_off1C4A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
393,U+D14C,3622,60E2,0x1C4C0,glyphs/glyph_0393_U+D14C_slot3622_tok60E2_off1C4C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
394,U+D150,3623,70E2,0x1C4E0,glyphs/glyph_0394_U+D150_slot3623_tok70E2_off1C4E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
395,U+D1B5,3624,80E2,0x1C500,glyphs/glyph_0395_U+D1B5_slot3624_tok80E2_off1C500.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
396,U+D22C,3625,90E2,0x1C520,glyphs/glyph_0396_U+D22C_slot3625_tok90E2_off1C520.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
397,U+D2B8,3626,A0E2,0x1C540,glyphs/glyph_0397_U+D2B8_slot3626_tokA0E2_off1C540.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
398,U+D2B9,3627,B0E2,0x1C560,glyphs/glyph_0398_U+D2B9_slot3627_tokB0E2_off1C560.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
399,U+D2C0,3628,C0E2,0x1C580,glyphs/glyph_0399_U+D2C0_slot3628_tokC0E2_off1C580.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
400,U+D2F0,3629,D0E2,0x1C5A0,glyphs/glyph_0400_U+D2F0_slot3629_tokD0E2_off1C5A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
401,U+D30C,3630,E0E2,0x1C5C0,glyphs/glyph_0401_U+D30C_slot3630_tokE0E2_off1C5C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
402,U+D3B8,3631,F0E2,0x1C5E0,glyphs/glyph_0402_U+D3B8_slot3631_tokF0E2_off1C5E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
403,U+D3C9,3632,00E3,0x1C600,glyphs/glyph_0403_U+D3C9_slot3632_tok00E3_off1C600.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
404,U+D504,3633,10E3,0x1C620,glyphs/glyph_0404_U+D504_slot3633_tok10E3_off1C620.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
405,U+D50C,3634,20E3,0x1C640,glyphs/glyph_0405_U+D50C_slot3634_tok20E3_off1C640.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
406,U+D53C,3635,30E3,0x1C660,glyphs/glyph_0406_U+D53C_slot3635_tok30E3_off1C660.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
407,U+D544,3636,40E3,0x1C680,glyphs/glyph_0407_U+D544_slot3636_tok40E3_off1C680.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
408,U+D558,3637,50E3,0x1C6A0,glyphs/glyph_0408_U+D558_slot3637_tok50E3_off1C6A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
409,U+D559,3638,60E3,0x1C6C0,glyphs/glyph_0409_U+D559_slot3638_tok60E3_off1C6C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
410,U+D55C,3639,70E3,0x1C6E0,glyphs/glyph_0410_U+D55C_slot3639_tok70E3_off1C6E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
411,U+D560,3640,80E3,0x1C700,glyphs/glyph_0411_U+D560_slot3640_tok80E3_off1C700.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
412,U+D569,3641,90E3,0x1C720,glyphs/glyph_0412_U+D569_slot3641_tok90E3_off1C720.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
413,U+D56D,3642,A0E3,0x1C740,glyphs/glyph_0413_U+D56D_slot3642_tokA0E3_off1C740.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
414,U+D574,3643,B0E3,0x1C760,glyphs/glyph_0414_U+D574_slot3643_tokB0E3_off1C760.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
415,U+D588,3644,C0E3,0x1C780,glyphs/glyph_0415_U+D588_slot3644_tokC0E3_off1C780.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
416,U+D589,3645,D0E3,0x1C7A0,glyphs/glyph_0416_U+D589_slot3645_tokD0E3_off1C7A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
417,U+D5A5,3646,E0E3,0x1C7C0,glyphs/glyph_0417_U+D5A5_slot3646_tokE0E3_off1C7C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
418,U+D5C8,3648,00E4,0x1C800,glyphs/glyph_0418_U+D5C8_slot3648_tok00E4_off1C800.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
419,U+D5DB,3649,10E4,0x1C820,glyphs/glyph_0419_U+D5DB_slot3649_tok10E4_off1C820.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
420,U+D600,3650,20E4,0x1C840,glyphs/glyph_0420_U+D600_slot3650_tok20E4_off1C840.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
421,U+D604,3651,30E4,0x1C860,glyphs/glyph_0421_U+D604_slot3651_tok30E4_off1C860.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
422,U+D615,3652,40E4,0x1C880,glyphs/glyph_0422_U+D615_slot3652_tok40E4_off1C880.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
423,U+D638,3653,50E4,0x1C8A0,glyphs/glyph_0423_U+D638_slot3653_tok50E4_off1C8A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
424,U+D639,3654,60E4,0x1C8C0,glyphs/glyph_0424_U+D639_slot3654_tok60E4_off1C8C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
425,U+D63C,3655,70E4,0x1C8E0,glyphs/glyph_0425_U+D63C_slot3655_tok70E4_off1C8E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
426,U+D654,3656,80E4,0x1C900,glyphs/glyph_0426_U+D654_slot3656_tok80E4_off1C900.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
427,U+D658,3657,90E4,0x1C920,glyphs/glyph_0427_U+D658_slot3657_tok90E4_off1C920.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
428,U+D669,3658,A0E4,0x1C940,glyphs/glyph_0428_U+D669_slot3658_tokA0E4_off1C940.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
429,U+D68C,3659,B0E4,0x1C960,glyphs/glyph_0429_U+D68C_slot3659_tokB0E4_off1C960.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
430,U+D6C4,3660,C0E4,0x1C980,glyphs/glyph_0430_U+D6C4_slot3660_tokC0E4_off1C980.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
431,U+D6CC,3661,D0E4,0x1C9A0,glyphs/glyph_0431_U+D6CC_slot3661_tokD0E4_off1C9A0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
432,U+D718,3662,E0E4,0x1C9C0,glyphs/glyph_0432_U+D718_slot3662_tokE0E4_off1C9C0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
433,U+D749,3663,F0E4,0x1C9E0,glyphs/glyph_0433_U+D749_slot3663_tokF0E4_off1C9E0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
434,U+D750,3664,00E5,0x1CA00,glyphs/glyph_0434_U+D750_slot3664_tok00E5_off1CA00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
435,U+D751,3665,10E5,0x1CA20,glyphs/glyph_0435_U+D751_slot3665_tok10E5_off1CA20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
436,U+D754,3666,20E5,0x1CA40,glyphs/glyph_0436_U+D754_slot3666_tok20E5_off1CA40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
437,U+D758,3667,30E5,0x1CA60,glyphs/glyph_0437_U+D758_slot3667_tok30E5_off1CA60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
438,U+D765,3668,40E5,0x1CA80,glyphs/glyph_0438_U+D765_slot3668_tok40E5_off1CA80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
439,U+D769,3669,50E5,0x1CAA0,glyphs/glyph_0439_U+D769_slot3669_tok50E5_off1CAA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
440,U+D788,3670,60E5,0x1CAC0,glyphs/glyph_0440_U+D788_slot3670_tok60E5_off1CAC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
441,U+D798,3671,70E5,0x1CAE0,glyphs/glyph_0441_U+D798_slot3671_tok70E5_off1CAE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
442,U+ACE1,3672,80E5,0x1CB00,glyphs/glyph_0442_U+ACE1_slot3672_tok80E5_off1CB00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
443,U+ACE4,3673,90E5,0x1CB20,glyphs/glyph_0443_U+ACE4_slot3673_tok90E5_off1CB20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
444,U+AD04,3674,A0E5,0x1CB40,glyphs/glyph_0444_U+AD04_slot3674_tokA0E5_off1CB40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
