ram_addr,new_stored,raw_file_offset,old_raw,new_raw,d88_c,d88_h,d88_r,raw_index
0x2A33,FF,0x00B4BC,17,FA,09,40,1,0x1CC
0x2A32,0F,0x00B4BD,01,05,09,40,1,0x1CD
0x2A31,0A,0x00B4BE,FD,01,09,40,1,0x1CE
0x2A30,F0,0x00B4BF,14,85,09,40,1,0x1CF
0x2A2E,0F,0x00B4C1,EA,7A,09,40,1,0x1D1
0x2A2D,94,0x00B4C2,F8,02,09,40,1,0x1D2
0x2A2C,03,0x00B4C3,FD,FF,09,40,1,0x1D3
0x2A2B,94,0x00B4C4,FE,FB,09,40,1,0x1D4
0x2A2A,03,0x00B4C5,FA,00,09,40,1,0x1D5
0x2A29,03,0x00B4C6,00,B5,09,40,1,0x1D6
0x2A28,04,0x00B4C7,74,F3,09,40,1,0x1D7
0x2A27,00,0x00B4C8,FE,72,09,40,1,0x1D8
0x2A26,C0,0x00B4C9,F5,87,09,40,1,0x1D9
0x2A25,0C,0x00B4CA,F5,F4,09,40,1,0x1DA
0x2A24,7F,0x00B4CB,FC,84,09,40,1,0x1DB
0x2A23,,0x0B4CC,F8,F2,09,40,1,0x1DC
0x2A22,F8,0x00B4CD,0D,F1,09,40,1,0x1DD
0x2A21,0B,0x00B4CE,AD,F1,09,40,1,0x1DE
0x2A20,3F,0x00B4CF,F6,EC,09,40,1,0x1DF
0x2A1F,00,0x00B4D0,EE,AB,09,40,1,0x1E0
0x2A1E,05,0x00B4D1,EE,E9,09,40,1,0x1E1
0x2A1D,80,0x00B4D2,F4,F1,09,40,1,0x1E2
0x2A1C,8B,0x00B4D3,A8,F1,09,40,1,0x1E3
0x2A1B,03,0x00B4D4,F1,D7,09,40,1,0x1E4
0x2A1A,01,0x00B4D5,F5,F1,09,40,1,0x1E5
0x2A19,00,0x00B4D6,79,64,09,40,1,0x1E6
0x2A18,F0,0x00B4D7,E7,E4,09,40,1,0x1E7
0x2A17,0A,0x00B4D8,E3,E9,09,40,1,0x1E8
0x2A16,0F,0x00B4D9,17,6C,09,40,1,0x1E9
0x2A14,F8,0x00B4DB,DE,1F,09,40,1,0x1EB
0x2A13,94,0x00B4DC,DE,E8,09,40,1,0x1EC
0x2A12,03,0x00B4DD,5D,D6,09,40,1,0x1ED
0x2A11,94,0x00B4DE,DD,E7,09,40,1,0x1EE
0x2A10,03,0x00B4DF,F4,1B,09,40,1,0x1EF
0x2A0F,FC,0x00B4E0,DE,DB,09,40,1,0x1F0
0x2A0E,FF,0x00B4E1,DA,9A,09,40,1,0x1F1
0x2A0D,3F,0x00B4E2,F1,6E,09,40,1,0x1F2
0x2A0B,80,0x00B4E4,D5,6B,09,40,1,0x1F4
0x2A0A,09,0x00B4E5,D5,D9,09,40,1,0x1F5
0x2A09,07,0x00B4E6,F4,D1,09,40,1,0x1F6
0x2A08,04,0x00B4E7,E0,D3,09,40,1,0x1F7
0x2A07,0B,0x00B4E8,93,12,09,40,1,0x1F8
0x2A06,C0,0x00B4E9,DD,D2,09,40,1,0x1F9
0x2A05,FF,0x00B4EA,D4,D9,09,40,1,0x1FA
0x2A04,05,0x00B4EB,D4,D9,09,40,1,0x1FB
0x2A03,7F,0x00B4EC,DB,DE,09,40,1,0x1FC
0x2A02,8B,0x00B4ED,D7,D9,09,40,1,0x1FD
0x2A01,03,0x00B4EE,4C,4D,09,40,1,0x1FE
0x2A00,FE,0x00B4EF,8C,CB,09,40,1,0x1FF
0x29FF,FF,0x00B4F0,D5,D1,09,40,1,0x200
0x29FE,0F,0x00B4F1,E8,53,09,40,1,0x201
0x29FD,0A,0x00B4F2,D3,CB,09,40,1,0x202
0x29FC,F0,0x00B4F3,47,87,09,40,1,0x203
0x29FB,FF,0x00B4F4,D0,CF,09,40,1,0x204
0x29FA,07,0x00B4F5,E4,CC,09,40,1,0x205
0x29F9,04,0x00B4F6,58,C8,09,40,1,0x206
0x29F8,94,0x00B4F7,C6,CD,09,40,1,0x207
0x29F7,03,0x00B4F8,59,82,09,40,1,0x208
0x29F6,94,0x00B4F9,C4,C0,09,40,1,0x209
0x29F5,03,0x00B4FA,DF,FF,09,40,1,0x20A
0x29F4,03,0x00B4FB,BF,54,09,40,1,0x20B
0x29F3,04,0x00B4FC,C3,C1,09,40,1,0x20C
0x29F2,00,0x00B4FD,BB,51,09,40,1,0x20D
0x29F1,E0,0x00B4FE,C8,BF,09,40,1,0x20E
0x29F0,0C,0x00B4FF,CA,BE,09,40,1,0x20F
0x29EF,7F,0x00B500,BA,BE,09,40,1,0x210
0x29EE,09,0x00B501,C0,B9,09,40,1,0x211
0x29ED,FC,0x00B502,B0,98,09,40,1,0x212
0x29EC,0B,0x00B503,C3,B6,09,40,1,0x213
0x29EB,3F,0x00B504,B7,BE,09,40,1,0x214
0x29E9,05,0x00B506,33,AC,09,40,1,0x216
0x29E8,F8,0x00B507,BD,BE,09,40,1,0x217
0x29E7,FF,0x00B508,72,31,09,40,1,0x218
0x29E6,,0x0B509,BC,B1,09,40,1,0x219
0x29E5,03,0x00B50A,2F,B5,09,40,1,0x21A
0x29E4,09,0x00B50B,BA,9F,09,40,1,0x21B
0x29E3,F8,0x00B50C,42,38,09,40,1,0x21C
0x29E1,3F,0x00B50E,43,EB,09,40,1,0x21E
0x29E0,00,0x00B50F,AE,B4,09,40,1,0x21F
0x29DF,F8,0x00B510,8A,A6,09,40,1,0x220
0x29DE,94,0x00B511,A8,B3,09,40,1,0x221
0x29DD,03,0x00B512,AD,27,09,40,1,0x222
0x29DC,94,0x00B513,A8,A7,09,40,1,0x223
0x29DB,03,0x00B514,B2,66,09,40,1,0x224
0x29DA,FC,0x00B515,95,3A,09,40,1,0x225
0x29D9,,0x0B516,A3,A7,09,40,1,0x226
0x29D8,1F,0x00B517,AA,37,09,40,1,0x227
0x29D7,0C,0x00B518,A9,A5,09,40,1,0x228
0x29D6,80,0x00B519,A5,9D,09,40,1,0x229
0x29D5,09,0x00B51A,AC,9F,09,40,1,0x22A
0x29D4,03,0x00B51B,9D,BE,09,40,1,0x22B
0x29D3,04,0x00B51C,A7,9E,09,40,1,0x22C
0x29D2,0B,0x00B51D,1D,A5,09,40,1,0x22D
0x29D1,C0,0x00B51E,A6,A5,09,40,1,0x22E
0x29D0,FF,0x00B51F,DA,A2,09,40,1,0x22F
0x29CF,05,0x00B520,A5,9E,09,40,1,0x230
0x29CE,07,0x00B521,19,A4,09,40,1,0x231
0x29CD,04,0x00B522,A3,18,09,40,1,0x232
0x29CC,00,0x00B523,2B,96,09,40,1,0x233
0x29CB,0B,0x00B524,99,9B,09,40,1,0x234
0x29CA,03,0x00B525,2C,A4,09,40,1,0x235
0x29C9,09,0x00B526,97,1E,09,40,1,0x236
0x29C8,,0x0B527,9A,96,09,40,1,0x237
0x29C7,,0x0B528,96,52,09,40,1,0x238
0x29C6,0A,0x00B529,91,9A,09,40,1,0x239
0x29C5,C0,0x00B52A,10,93,09,40,1,0x23A
0x29C4,,0x0B52B,8E,93,09,40,1,0x23B
0x29C3,07,0x00B52C,94,98,09,40,1,0x23C
0x29C2,04,0x00B52D,90,0D,09,40,1,0x23D
0x29C1,94,0x00B52E,93,8B,09,40,1,0x23E
0x29C0,03,0x00B52F,8F,CA,09,40,1,0x23F
0x29BF,94,0x00B530,8A,1F,09,40,1,0x240
0x29BE,03,0x00B531,90,8C,09,40,1,0x241
0x29BD,01,0x00B532,80,1C,09,40,1,0x242
0x29BC,00,0x00B533,93,8A,09,40,1,0x243
0x29BA,0C,0x00B535,8E,85,09,40,1,0x245
0x29B9,,0x0B536,C3,74,09,40,1,0x246
0x29B8,09,0x00B537,8D,8E,09,40,1,0x247
0x29B7,FC,0x00B538,42,01,09,40,1,0x248
0x29B6,0B,0x00B539,80,8A,09,40,1,0x249
0x29B5,7F,0x00B53A,88,78,09,40,1,0x24A
0x29B4,00,0x00B53B,8A,8B,09,40,1,0x24B
0x29B3,C0,0x00B53C,7A,7E,09,40,1,0x24C
0x29B2,FF,0x00B53D,10,FD,09,40,1,0x24D
0x29B1,0C,0x00B53E,7F,07,09,40,1,0x24E
0x29B0,03,0x00B53F,12,7E,09,40,1,0x24F
0x29AF,09,0x00B540,7D,99,09,40,1,0x250
0x29AE,,0x0B541,71,82,09,40,1,0x251
0x29AD,0B,0x00B542,77,74,09,40,1,0x252
0x29AC,00,0x00B543,F6,82,09,40,1,0x253
0x29AB,FC,0x00B544,76,79,09,40,1,0x254
0x29AA,94,0x00B545,7B,79,09,40,1,0x255
0x29A9,,0x0B546,77,54,09,40,1,0x256
0x29A8,94,0x00B547,6B,08,09,40,1,0x257
0x29A7,03,0x00B548,71,75,09,40,1,0x258
0x29A6,FE,0x00B549,78,05,09,40,1,0x259
0x29A5,FF,0x00B54A,77,73,09,40,1,0x25A
0x29A4,0F,0x00B54B,73,6D,09,40,1,0x25B
0x29A3,,0x0B54C,7A,6D,09,40,1,0x25C
0x29A2,C0,0x00B54D,6B,7C,09,40,1,0x25D
0x29A1,,0x0B54E,75,77,09,40,1,0x25E
0x29A0,03,0x00B54F,2B,EB,09,40,1,0x25F
0x299F,04,0x00B550,74,73,09,40,1,0x260
0x299E,0B,0x00B551,A8,70,09,40,1,0x261
0x299D,80,0x00B552,68,6C,09,40,1,0x262
0x299C,FF,0x00B553,6F,73,09,40,1,0x263
0x299B,3F,0x00B554,71,65,09,40,1,0x264
0x299A,00,0x00B555,68,E4,09,40,1,0x265
0x2999,0C,0x00B556,68,EF,09,40,1,0x266
0x2998,03,0x00B557,F6,66,09,40,1,0x267
0x2997,09,0x00B558,65,42,09,40,1,0x268
0x2996,07,0x00B559,F8,6A,09,40,1,0x269
0x2994,0B,0x00B55B,62,63,09,40,1,0x26B
0x2993,FF,0x00B55C,62,69,09,40,1,0x26C
0x2992,03,0x00B55D,5D,59,09,40,1,0x26D
0x2991,04,0x00B55E,5B,7B,09,40,1,0x26E
0x2990,94,0x00B55F,62,F0,09,40,1,0x26F
0x298E,FF,0x00B561,5A,58,09,40,1,0x271
0x298D,14,0x00B562,58,6C,09,40,1,0x272
0x298C,03,0x00B563,5D,5A,09,40,1,0x273
0x298B,09,0x00B564,46,5F,09,40,1,0x274
0x298A,F0,0x00B565,DB,45,09,40,1,0x275
0x2989,0C,0x00B566,57,5F,09,40,1,0x276
0x2988,1F,0x00B567,54,92,09,40,1,0x277
0x2986,FE,0x00B569,CD,4D,09,40,1,0x279
0x2985,0C,0x00B56A,5B,5C,09,40,1,0x27A
0x2984,03,0x00B56B,4E,56,09,40,1,0x27B
0x2983,04,0x00B56C,56,52,09,40,1,0x27C
0x2982,8C,0x00B56D,58,4B,09,40,1,0x27D
0x2981,03,0x00B56E,3C,D7,09,40,1,0x27E
0x2980,7F,0x00B56F,DE,4E,09,40,1,0x27F
0x297F,09,0x00B570,4D,69,09,40,1,0x280
0x297E,FC,0x00B571,E0,52,09,40,1,0x281
0x297D,0B,0x00B572,4B,46,09,40,1,0x282
0x297C,07,0x00B573,43,52,09,40,1,0x283
0x297B,04,0x00B574,45,65,09,40,1,0x284
0x297A,FE,0x00B575,45,35,09,40,1,0x285
0x2979,94,0x00B576,4B,D9,09,40,1,0x286
0x2977,00,0x00B578,40,42,09,40,1,0x288
0x2976,14,0x00B579,40,55,09,40,1,0x289
0x2975,03,0x00B57A,46,43,09,40,1,0x28A
0x2974,09,0x00B57B,4E,48,09,40,1,0x28B
0x2973,0F,0x00B57C,C4,4D,09,40,1,0x28C
0x2972,0C,0x00B57D,40,48,09,40,1,0x28D
0x2971,E0,0x00B57E,3A,FC,09,40,1,0x28E
0x296F,01,0x00B580,BD,3D,09,40,1,0x290
0x296E,0C,0x00B581,44,3D,09,40,1,0x291
0x296D,FC,0x00B582,38,44,09,40,1,0x292
0x296C,8C,0x00B583,3F,2F,09,40,1,0x293
0x296B,03,0x00B584,41,37,09,40,1,0x294
0x296A,80,0x00B585,44,C0,09,40,1,0x295
0x2969,09,0x00B586,C7,37,09,40,1,0x296
0x2968,,0x0B587,36,13,09,40,1,0x297
0x2967,04,0x00B588,C9,3B,09,40,1,0x298
0x2966,0B,0x00B589,34,32,09,40,1,0x299
0x2965,F8,0x00B58A,33,3B,09,40,1,0x29A
0x2964,01,0x00B58B,33,0F,09,40,1,0x29B
0x2963,94,0x00B58C,2C,3D,09,40,1,0x29C
0x2962,03,0x00B58D,B3,C2,09,40,1,0x29D
0x2960,14,0x00B58F,AA,2A,09,40,1,0x29F
0x295F,03,0x00B590,2A,3E,09,40,1,0x2A0
0x295E,09,0x00B591,2F,2C,09,40,1,0x2A1
0x295D,F8,0x00B592,24,31,09,40,1,0x2A2
0x295C,0C,0x00B593,AE,1F,09,40,1,0x2A3
0x295B,1F,0x00B594,29,31,09,40,1,0x2A4
0x295A,00,0x00B595,26,64,09,40,1,0x2A5
0x2958,FE,0x00B597,9B,1F,09,40,1,0x2A7
0x2957,92,0x00B598,2D,B4,09,40,1,0x2A8
0x2956,03,0x00B599,19,24,09,40,1,0x2A9
0x2955,7F,0x00B59A,2A,3F,09,40,1,0x2AA
0x2954,09,0x00B59B,9E,28,09,40,1,0x2AB
0x2953,FC,0x00B59C,2A,1C,09,40,1,0x2AC
0x2952,0B,0x00B59D,1B,29,09,40,1,0x2AD
0x2951,BF,0x00B59E,AE,1A,09,40,1,0x2AE
0x2950,95,0x00B59F,1E,B0,09,40,1,0x2AF
0x294F,03,0x00B5A0,B1,1D,09,40,1,0x2B0
0x294E,00,0x00B5A1,1C,19,09,40,1,0x2B1
0x294D,14,0x00B5A2,14,2C,09,40,1,0x2B2
0x294C,03,0x00B5A3,18,1A,09,40,1,0x2B3
0x294B,09,0x00B5A4,9C,1F,09,40,1,0x2B4
0x294A,07,0x00B5A5,18,1C,09,40,1,0x2B5
0x2949,04,0x00B5A6,94,18,09,40,1,0x2B6
0x2948,0C,0x00B5A7,12,1E,09,40,1,0x2B7
0x2947,E0,0x00B5A8,18,D2,09,40,1,0x2B8
0x2946,FF,0x00B5A9,14,1A,09,40,1,0x2B9
0x2945,05,0x00B5AA,14,13,09,40,1,0x2BA
0x2944,01,0x00B5AB,96,13,09,40,1,0x2BB
0x2943,92,0x00B5AC,11,A0,09,40,1,0x2BC
0x2942,03,0x00B5AD,0B,10,09,40,1,0x2BD
0x2941,80,0x00B5AE,15,EC,09,40,1,0x2BE
0x2940,09,0x00B5AF,92,14,09,40,1,0x2BF
0x293F,03,0x00B5B0,15,0B,09,40,1,0x2C0
0x293E,04,0x00B5B1,10,15,09,40,1,0x2C1
0x293D,0B,0x00B5B2,0C,09,09,40,1,0x2C2
0x293C,40,0x00B5B3,11,9C,09,40,1,0x2C3
0x293B,95,0x00B5B4,86,09,09,40,1,0x2C4
0x293A,03,0x00B5B5,11,98,09,40,1,0x2C5
0x2939,93,0x00B5B6,05,07,09,40,1,0x2C6
0x2938,03,0x00B5B7,95,82,09,40,1,0x2C7
0x2937,7F,0x00B5B8,05,0B,09,40,1,0x2C8
0x2936,09,0x00B5B9,A0,FD,09,40,1,0x2C9
0x2935,FC,0x00B5BA,03,0B,09,40,1,0x2CA
0x2934,0C,0x00B5BB,0E,1E,09,40,1,0x2CB
0x2933,0F,0x00B5BC,FE,07,09,40,1,0x2CC
0x2932,00,0x00B5BD,02,FB,09,40,1,0x2CD
0x2931,05,0x00B5BE,7C,8E,09,40,1,0x2CE
0x2930,93,0x00B5BF,83,FE,09,40,1,0x2CF
0x292F,,0x0B5C0,FD,19,09,40,1,0x2D0
0x292E,7F,0x00B5C1,FA,02,09,40,1,0x2D1
0x292D,,0x0B5C2,01,94,09,40,1,0x2D2
0x292C,FE,0x00B5C3,F3,FA,09,40,1,0x2D3
0x292B,9A,0x00B5C4,01,89,09,40,1,0x2D4
0x292A,03,0x00B5C5,E5,F8,09,40,1,0x2D5
0x2929,93,0x00B5C6,FE,74,09,40,1,0x2D6
0x2928,03,0x00B5C7,72,FC,09,40,1,0x2D7
0x2927,80,0x00B5C8,FE,F5,09,40,1,0x2D8
0x2926,09,0x00B5C9,ED,F5,09,40,1,0x2D9
0x2925,03,0x00B5CA,82,FB,09,40,1,0x2DA
0x2924,04,0x00B5CB,F2,CF,09,40,1,0x2DB
0x2923,0C,0x00B5CC,8D,F7,09,40,1,0x2DC
0x2922,F0,0x00B5CD,F0,EE,09,40,1,0x2DD
0x2921,FF,0x00B5CE,DC,7E,09,40,1,0x2DE
0x2920,05,0x00B5CF,EA,EE,09,40,1,0x2DF
0x291F,93,0x00B5D0,EF,CA,09,40,1,0x2E0
0x291E,03,0x00B5D1,68,F2,09,40,1,0x2E1
0x291D,80,0x00B5D2,70,84,09,40,1,0x2E2
0x291B,01,0x00B5D4,E4,79,09,40,1,0x2E4
0x291A,9A,0x00B5D5,EE,E8,09,40,1,0x2E5
0x2919,,0x0B5D6,E7,63,09,40,1,0x2E6
0x2918,93,0x00B5D7,E7,EC,09,40,1,0x2E7
0x2917,03,0x00B5D8,ED,E0,09,40,1,0x2E8
0x2916,7F,0x00B5D9,F0,EC,09,40,1,0x2E9
0x2915,09,0x00B5DA,EA,FF,09,40,1,0x2EA
0x2914,FE,0x00B5DB,5F,DF,09,40,1,0x2EB
0x2913,,0x0B5DC,EA,E3,09,40,1,0x2EC
0x2912,0F,0x00B5DD,E0,70,09,40,1,0x2ED
0x2911,00,0x00B5DE,E0,DF,09,40,1,0x2EE
0x2910,80,0x00B5DF,6D,FA,09,40,1,0x2EF
0x290F,94,0x00B5E0,DD,DA,09,40,1,0x2F0
0x290E,03,0x00B5E1,78,DE,09,40,1,0x2F1
0x290D,09,0x00B5E2,DB,74,09,40,1,0x2F2
0x290B,9A,0x00B5E4,DA,69,09,40,1,0x2F4
0x290A,03,0x00B5E5,D5,D8,09,40,1,0x2F5
0x2909,93,0x00B5E6,D9,54,09,40,1,0x2F6
0x2908,03,0x00B5E7,CF,DC,09,40,1,0x2F7
0x2907,80,0x00B5E8,5A,D3,09,40,1,0x2F8
0x2906,09,0x00B5E9,D4,DC,09,40,1,0x2F9
0x2905,01,0x00B5EA,D3,B0,09,40,1,0x2FA
0x2904,0C,0x00B5EB,D3,CE,09,40,1,0x2FB
0x2903,F0,0x00B5EC,CE,D3,09,40,1,0x2FC
0x2902,FF,0x00B5ED,D2,60,09,40,1,0x2FD
0x2901,7F,0x00B5EE,44,CF,09,40,1,0x2FE
0x2900,94,0x00B5EF,CB,AB,09,40,1,0x2FF
0x28FF,03,0x00B5F0,D1,C9,09,40,1,0x300
0x28FE,09,0x00B5F1,B8,CD,09,40,1,0x301
0x28FD,01,0x00B5F2,D1,63,09,40,1,0x302
0x28FC,9A,0x00B5F3,45,C9,09,40,1,0x303
0x28FB,03,0x00B5F4,D1,58,09,40,1,0x304
0x28FA,93,0x00B5F5,44,C7,09,40,1,0x305
0x28F9,03,0x00B5F6,55,42,09,40,1,0x306
0x28F8,7F,0x00B5F7,C5,C2,09,40,1,0x307
0x28F7,00,0x00B5F8,60,C6,09,40,1,0x308
0x28F6,05,0x00B5F9,C3,BE,09,40,1,0x309
0x28F5,FE,0x00B5FA,BB,CA,09,40,1,0x30A
0x28F4,0C,0x00B5FB,BD,DD,09,40,1,0x30B
0x28F3,0F,0x00B5FC,C2,BD,09,40,1,0x30C
0x28F2,00,0x00B5FD,BF,C1,09,40,1,0x30D
0x28F1,80,0x00B5FE,BF,4E,09,40,1,0x30E
0x28F0,94,0x00B5FF,42,BD,09,40,1,0x30F
0x28EF,,0x0B600,BC,F8,09,40,1,0x310
0x28EE,09,0x00B601,B4,B8,09,40,1,0x311
0x28ED,FE,0x00B602,B6,BC,09,40,1,0x312
0x28EC,9A,0x00B603,BB,52,09,40,1,0x313
0x28EB,03,0x00B604,3C,B8,09,40,1,0x314
0x28EA,93,0x00B605,B3,47,09,40,1,0x315
0x28E9,03,0x00B606,BA,B6,09,40,1,0x316
0x28E8,80,0x00B607,C1,32,09,40,1,0x317
0x28E7,FF,0x00B608,BB,B0,09,40,1,0x318
0x28E6,05,0x00B609,30,B5,09,40,1,0x319
0x28E5,01,0x00B60A,BB,B0,09,40,1,0x31A
0x28E4,0C,0x00B60B,2D,B9,09,40,1,0x31B
0x28E3,F0,0x00B60C,3F,8D,09,40,1,0x31C
0x28E2,FF,0x00B60D,AF,AB,09,40,1,0x31D
0x28E1,7F,0x00B60E,4A,B0,09,40,1,0x31E
0x28E0,94,0x00B60F,AD,3D,09,40,1,0x31F
0x28DE,09,0x00B611,AC,68,09,40,1,0x321
0x28DD,01,0x00B612,67,A6,09,40,1,0x322
0x28DC,9A,0x00B613,30,AB,09,40,1,0x323
0x28DB,,0x0B614,A8,41,09,40,1,0x324
0x28DA,93,0x00B615,AB,A7,09,40,1,0x325
0x28D9,03,0x00B616,A7,36,09,40,1,0x326
0x28D8,7F,0x00B617,A2,A5,09,40,1,0x327
0x28D7,00,0x00B618,A6,20,09,40,1,0x328
0x28D6,05,0x00B619,10,A0,09,40,1,0x329
0x28D5,86,0x00B61A,9F,A4,09,40,1,0x32A
0x28D4,03,0x00B61B,A5,AA,09,40,1,0x32B
0x28D3,1F,0x00B61C,8D,DC,09,40,1,0x32C
0x28D2,00,0x00B61D,A6,9C,09,40,1,0x32D
0x28D1,C0,0x00B61E,1A,1B,09,40,1,0x32E
0x28D0,FF,0x00B61F,20,2D,09,40,1,0x32F
0x28CE,03,0x00B621,90,D7,09,40,1,0x331
0x28CD,00,0x00B622,28,97,09,40,1,0x332
0x28CC,05,0x00B623,99,16,09,40,1,0x333
0x28CB,9B,0x00B624,34,31,09,40,1,0x334
0x28C9,93,0x00B626,8F,26,09,40,1,0x336
0x28C8,03,0x00B627,D1,95,09,40,1,0x337
0x28C7,80,0x00B628,1B,11,09,40,1,0x338
0x28C6,FF,0x00B629,93,8F,09,40,1,0x339
0x28C5,05,0x00B62A,87,94,09,40,1,0x33A
0x28C4,86,0x00B62B,8D,9A,09,40,1,0x33B
0x28C3,03,0x00B62C,92,4D,09,40,1,0x33C
0x28C2,E0,0x00B62D,1B,8B,09,40,1,0x33D
0x28C1,,0x0B62E,8A,0A,09,40,1,0x33E
0x28C0,3F,0x00B62F,91,1D,09,40,1,0x33F
0x28BF,00,0x00B630,98,8C,09,40,1,0x340
0x28BE,14,0x00B631,92,48,09,40,1,0x341
0x28BD,03,0x00B632,07,86,09,40,1,0x342
0x28BC,FF,0x00B633,0C,05,09,40,1,0x343
0x28BB,05,0x00B634,88,21,09,40,1,0x344
0x28BA,9B,0x00B635,8B,87,09,40,1,0x345
0x28B9,03,0x00B636,87,17,09,40,1,0x346
0x28B8,94,0x00B637,13,85,09,40,1,0x347
0x28B7,,0x0B638,84,81,09,40,1,0x348
0x28B6,00,0x00B639,1F,00,09,40,1,0x349
0x28B5,80,0x00B63A,82,8B,09,40,1,0x34A
0x28B4,86,0x00B63B,01,FD,09,40,1,0x34B
0x28B3,03,0x00B63C,08,7D,09,40,1,0x34C
0x28B2,3F,0x00B63D,7F,FC,09,40,1,0x34D
0x28B1,00,0x00B63E,9A,0E,09,40,1,0x34E
0x28B0,C0,0x00B63F,6A,7D,09,40,1,0x34F
0x28AF,94,0x00B640,98,F8,09,40,1,0x350
0x28AE,03,0x00B641,E8,78,09,40,1,0x351
0x28AD,01,0x00B642,77,F7,09,40,1,0x352
0x28AC,00,0x00B643,7B,12,09,40,1,0x353
0x28AB,9B,0x00B644,35,78,09,40,1,0x354
0x28AA,03,0x00B645,B1,08,09,40,1,0x355
0x28A9,94,0x00B646,71,76,09,40,1,0x356
0x28A8,03,0x00B647,7C,71,09,40,1,0x357
0x28A6,7F,0x00B649,F6,7C,09,40,1,0x359
0x28A5,86,0x00B64A,72,EF,09,40,1,0x35A
0x28A4,03,0x00B64B,2E,6D,09,40,1,0x35B
0x28A3,C0,0x00B64C,FE,EC,09,40,1,0x35C
0x28A2,FF,0x00B64D,6F,FF,09,40,1,0x35D
0x28A1,3F,0x00B64E,0A,6E,09,40,1,0x35E
0x28A0,94,0x00B64F,6D,EA,09,40,1,0x35F
0x289F,03,0x00B650,E5,68,09,40,1,0x360
0x289E,FE,0x00B651,F3,E7,09,40,1,0x361
0x289D,FF,0x00B652,6A,03,09,40,1,0x362
0x289C,9B,0x00B653,46,69,09,40,1,0x363
0x289B,03,0x00B654,74,F9,09,40,1,0x364
0x289A,94,0x00B655,44,67,09,40,1,0x365
0x2899,03,0x00B656,F2,64,09,40,1,0x366
0x2898,01,0x00B657,61,22,09,40,1,0x367
0x2897,C0,0x00B658,66,6D,09,40,1,0x368
0x2896,86,0x00B659,9F,DF,09,40,1,0x369
0x2895,03,0x00B65A,21,5F,09,40,1,0x36A
0x2894,3F,0x00B65B,5F,EE,09,40,1,0x36B
0x2893,00,0x00B65C,67,F0,09,40,1,0x36C
0x2892,C8,0x00B65D,DC,5F,09,40,1,0x36D
0x2891,93,0x00B65E,E1,7A,09,40,1,0x36E
0x2890,,0x0B65F,5D,5A,09,40,1,0x36F
0x288F,7F,0x00B660,98,29,09,40,1,0x370
0x288E,00,0x00B661,E9,F4,09,40,1,0x371
0x288C,9B,0x00B663,04,EA,09,40,1,0x373
0x288A,94,0x00B665,D3,52,09,40,1,0x375
0x2889,03,0x00B666,53,92,09,40,1,0x376
0x2888,FE,0x00B667,42,5E,09,40,1,0x377
0x2887,3F,0x00B668,D8,D1,09,40,1,0x378
0x2886,86,0x00B669,53,4F,09,40,1,0x379
0x2885,03,0x00B66A,4F,BE,09,40,1,0x37A
0x2884,C0,0x00B66B,55,E1,09,40,1,0x37B
0x2882,37,0x00B66D,DD,2C,09,40,1,0x37D
0x2881,93,0x00B66E,4E,4A,09,40,1,0x37E
0x2880,03,0x00B66F,F8,79,09,40,1,0x37F
0x287F,80,0x00B670,4C,E5,09,40,1,0x380
0x287E,FF,0x00B671,C8,4B,09,40,1,0x381
0x287D,3F,0x00B672,46,DB,09,40,1,0x382
0x287C,9B,0x00B673,55,49,09,40,1,0x383
0x287B,03,0x00B674,CC,4C,09,40,1,0x384
0x287A,94,0x00B675,47,48,09,40,1,0x385
0x2879,03,0x00B676,42,23,09,40,1,0x386
0x2878,,0x0B677,49,C8,09,40,1,0x387
0x2876,E0,0x00B679,D1,40,09,40,1,0x389
0x2875,86,0x00B67A,42,17,09,40,1,0x38A
0x2874,03,0x00B67B,ED,D1,09,40,1,0x38B
0x2872,00,0x00B67D,2C,7B,09,40,1,0x38D
0x2871,EC,0x00B67E,C3,3B,09,40,1,0x38E
0x2870,94,0x00B67F,3D,0A,09,40,1,0x38F
0x286F,03,0x00B680,39,D5,09,40,1,0x390
0x286E,00,0x00B681,3F,3B,09,40,1,0x391
0x286D,E0,0x00B682,3A,CB,09,40,1,0x392
0x286C,9B,0x00B683,C7,39,09,40,1,0x393
0x286B,,0x0B684,38,2D,09,40,1,0x394
0x286A,94,0x00B685,E3,53,09,40,1,0x395
0x2869,,0x0B686,36,B9,09,40,1,0x396
0x2868,F8,0x00B687,41,35,09,40,1,0x397
0x2867,1F,0x00B688,B9,30,09,40,1,0x398
0x2866,86,0x00B689,33,57,09,40,1,0x399
0x2865,03,0x00B68A,2E,C2,09,40,1,0x39A
0x2864,80,0x00B68B,35,31,09,40,1,0x39B
0x2863,FF,0x00B68C,30,ED,09,40,1,0x39C
0x2862,13,0x00B68D,BD,2B,09,40,1,0x39D
0x2861,94,0x00B68E,2E,5A,09,40,1,0x39E
0x2860,03,0x00B68F,E2,C6,09,40,1,0x39F
0x285E,1F,0x00B691,28,BC,09,40,1,0x3A1
0x285D,9B,0x00B692,2D,2A,09,40,1,0x3A2
0x285C,,0x0B693,29,35,09,40,1,0x3A3
0x285B,94,0x00B694,A5,15,09,40,1,0x3A4
0x285A,03,0x00B695,B5,AA,09,40,1,0x3A5
