ram_addr,ram_offset,d88_c,d88_h,d88_r,sector_raw_base,raw_index,raw_file_offset,DE,Ccorr,stored_byte,current_raw_byte,reverse_roundtrip
0x515C,0x295C,0B,40,1,0x00DB90,0x2A3,0x00DE33,0x015D,35,40,69,OK
0x515B,0x295B,0B,40,1,0x00DB90,0x2A4,0x00DE34,0x015C,35,55,7D,OK
0x515A,0x295A,0B,40,1,0x00DB90,0x2A5,0x00DE35,0x015B,35,51,78,OK
0x5159,0x2959,0B,40,1,0x00DB90,0x2A6,0x00DE36,0x015A,35,11,37,OK
0x5158,0x2958,0B,40,1,0x00DB90,0x2A7,0x00DE37,0x0159,35,C4,E9,OK
0x5157,0x2957,0B,40,1,0x00DB90,0x2A8,0x00DE38,0x0158,35,F2,16,OK
0x5156,0x2956,0B,40,1,0x00DB90,0x2A9,0x00DE39,0x0157,35,10,33,OK
0x5155,0x2955,0B,40,1,0x00DB90,0x2AA,0x00DE3A,0x0156,35,AB,CD,OK
0x5154,0x2954,0B,40,1,0x00DB90,0x2AB,0x00DE3B,0x0155,35,16,37,OK
0x5153,0x2953,0B,40,1,0x00DB90,0x2AC,0x00DE3C,0x0154,35,41,61,OK
0x5152,0x2952,0B,40,1,0x00DB90,0x2AD,0x00DE3D,0x0153,35,E6,05,OK
0x5151,0x2951,0B,40,1,0x00DB90,0x2AE,0x00DE3E,0x0152,35,21,3F,OK
0x5150,0x2950,0B,40,1,0x00DB90,0x2AF,0x00DE3F,0x0151,35,FF,1C,OK
0x514F,0x294F,0B,40,1,0x00DB90,0x2B0,0x00DE40,0x0150,35,EE,0A,OK
0x514E,0x294E,0B,40,1,0x00DB90,0x2B1,0x00DE41,0x014F,35,C7,E2,OK
0x514D,0x294D,0B,40,1,0x00DB90,0x2B2,0x00DE42,0x014E,35,A2,BC,OK
0x514C,0x294C,0B,40,1,0x00DB90,0x2B3,0x00DE43,0x014D,35,AA,C3,OK
0x514B,0x294B,0B,40,1,0x00DB90,0x2B4,0x00DE44,0x014C,35,D5,ED,OK
0x514A,0x294A,0B,40,1,0x00DB90,0x2B5,0x00DE45,0x014B,35,57,6E,OK
0x5149,0x2949,0B,40,1,0x00DB90,0x2B6,0x00DE46,0x014A,35,77,8D,OK
0x5148,0x2948,0B,40,1,0x00DB90,0x2B7,0x00DE47,0x0149,35,0A,1F,OK
0x5147,0x2947,0B,40,1,0x00DB90,0x2B8,0x00DE48,0x0148,35,DD,F1,OK
0x5146,0x2946,0B,40,1,0x00DB90,0x2B9,0x00DE49,0x0147,35,55,68,OK
0x5145,0x2945,0B,40,1,0x00DB90,0x2BA,0x00DE4A,0x0146,35,75,87,OK
0x5144,0x2944,0B,40,1,0x00DB90,0x2BB,0x00DE4B,0x0145,35,D5,E6,OK
0x5143,0x2943,0B,40,1,0x00DB90,0x2BC,0x00DE4C,0x0144,35,0A,1A,OK
0x5142,0x2942,0B,40,1,0x00DB90,0x2BD,0x00DE4D,0x0143,35,57,66,OK
0x5141,0x2941,0B,40,1,0x00DB90,0x2BE,0x00DE4E,0x0142,35,D5,E3,OK
0x5140,0x2940,0B,40,1,0x00DB90,0x2BF,0x00DE4F,0x0141,35,77,84,OK
0x513F,0x293F,0B,40,1,0x00DB90,0x2C0,0x00DE50,0x0140,35,15,21,OK
0x513E,0x293E,0B,40,1,0x00DB90,0x2C1,0x00DE51,0x013F,35,55,60,OK
0x513D,0x293D,0B,40,1,0x00DB90,0x2C2,0x00DE52,0x013E,35,15,1F,OK
0x513C,0x293C,0B,40,1,0x00DB90,0x2C3,0x00DE53,0x013D,35,95,9E,OK
0x513B,0x293B,0B,40,1,0x00DB90,0x2C4,0x00DE54,0x013C,35,DD,E5,OK
0x513A,0x293A,0B,40,1,0x00DB90,0x2C5,0x00DE55,0x013B,35,D1,D8,OK
0x5139,0x2939,0B,40,1,0x00DB90,0x2C6,0x00DE56,0x013A,35,55,5B,OK
0x5138,0x2938,0B,40,1,0x00DB90,0x2C7,0x00DE57,0x0139,35,51,56,OK
0x5137,0x2937,0B,40,1,0x00DB90,0x2C8,0x00DE58,0x0138,35,5D,61,OK
0x5136,0x2936,0B,40,1,0x00DB90,0x2C9,0x00DE59,0x0137,35,8F,92,OK
0x5135,0x2935,0B,40,1,0x00DB90,0x2CA,0x00DE5A,0x0136,35,55,57,OK
0x5134,0x2934,0B,40,1,0x00DB90,0x2CB,0x00DE5B,0x0135,35,5D,5E,OK
0x5133,0x2933,0B,40,1,0x00DB90,0x2CC,0x00DE5C,0x0134,35,D5,D5,OK
0x5132,0x2932,0B,40,1,0x00DB90,0x2CD,0x00DE5D,0x0133,35,FD,FC,OK
0x5131,0x2931,0B,40,1,0x00DB90,0x2CE,0x00DE5E,0x0132,35,DF,DD,OK
0x5130,0x2930,0B,40,1,0x00DB90,0x2CF,0x00DE5F,0x0131,35,C5,C2,OK
0x512F,0x292F,0B,40,1,0x00DB90,0x2D0,0x00DE60,0x0130,35,E8,E4,OK
0x512E,0x292E,0B,40,1,0x00DB90,0x2D1,0x00DE61,0x012F,35,C8,C3,OK
0x512D,0x292D,0B,40,1,0x00DB90,0x2D2,0x00DE62,0x012E,35,82,7C,OK
0x512C,0x292C,0B,40,1,0x00DB90,0x2D3,0x00DE63,0x012D,35,AA,A3,OK
0x512B,0x292B,0B,40,1,0x00DB90,0x2D4,0x00DE64,0x012C,35,22,1A,OK
0x512A,0x292A,0B,40,1,0x00DB90,0x2D5,0x00DE65,0x012B,35,2A,21,OK
0x5129,0x2929,0B,40,1,0x00DB90,0x2D6,0x00DE66,0x012A,35,80,76,OK
0x5128,0x2928,0B,40,1,0x00DB90,0x2D7,0x00DE67,0x0129,35,05,FA,OK
0x5127,0x2927,0B,40,1,0x00DB90,0x2D8,0x00DE68,0x0128,35,28,1C,OK
0x5126,0x2926,0B,40,1,0x00DB90,0x2D9,0x00DE69,0x0127,35,2A,1D,OK
0x5125,0x2925,0B,40,1,0x00DB90,0x2DA,0x00DE6A,0x0126,35,05,F7,OK
0x5124,0x2924,0B,40,1,0x00DB90,0x2DB,0x00DE6B,0x0125,35,A8,99,OK
0x5123,0x2923,0B,40,1,0x00DB90,0x2DC,0x00DE6C,0x0124,35,00,F0,OK
0x5122,0x2922,0B,40,1,0x00DB90,0x2DD,0x00DE6D,0x0123,35,AA,99,OK
0x5121,0x2921,0B,40,1,0x00DB90,0x2DE,0x00DE6E,0x0122,35,02,F0,OK
0x5120,0x2920,0B,40,1,0x00DB90,0x2DF,0x00DE6F,0x0121,35,04,F1,OK
0x511F,0x291F,0B,40,1,0x00DB90,0x2E0,0x00DE70,0x0120,35,22,0E,OK
0x511E,0x291E,0B,40,1,0x00DB90,0x2E1,0x00DE71,0x011F,35,02,ED,OK
0x511D,0x291D,0B,40,1,0x00DB90,0x2E2,0x00DE72,0x011E,35,04,EE,OK
0x511C,0x291C,0B,40,1,0x00DB90,0x2E3,0x00DE73,0x011D,35,22,0B,OK
0x511B,0x291B,0B,40,1,0x00DB90,0x2E4,0x00DE74,0x011C,35,A8,90,OK
0x511A,0x291A,0B,40,1,0x00DB90,0x2E5,0x00DE75,0x011B,35,8A,71,OK
0x5119,0x2919,0B,40,1,0x00DB90,0x2E6,0x00DE76,0x011A,35,0A,F0,OK
0x5118,0x2918,0B,40,1,0x00DB90,0x2E7,0x00DE77,0x0119,35,04,E9,OK
0x5117,0x2917,0B,40,1,0x00DB90,0x2E8,0x00DE78,0x0118,35,A2,86,OK
0x5116,0x2916,0B,40,1,0x00DB90,0x2E9,0x00DE79,0x0117,35,00,E3,OK
0x5115,0x2915,0B,40,1,0x00DB90,0x2EA,0x00DE7A,0x0116,35,80,62,OK
0x5114,0x2914,0B,40,1,0x00DB90,0x2EB,0x00DE7B,0x0115,35,02,E3,OK
0x5113,0x2913,0B,40,1,0x00DB90,0x2EC,0x00DE7C,0x0114,35,04,E4,OK
0x5112,0x2912,0B,40,1,0x00DB90,0x2ED,0x00DE7D,0x0113,35,28,07,OK
0x5111,0x2911,0B,40,1,0x00DB90,0x2EE,0x00DE7E,0x0112,35,02,E0,OK
0x5110,0x2910,0B,40,1,0x00DB90,0x2EF,0x00DE7F,0x0111,35,04,E1,OK
0x510F,0x290F,0B,40,1,0x00DB90,0x2F0,0x00DE80,0x0110,35,00,DC,OK
0x510E,0x290E,0B,40,1,0x00DB90,0x2F1,0x00DE81,0x010F,35,02,DD,OK
0x510D,0x290D,0B,40,1,0x00DB90,0x2F2,0x00DE82,0x010E,35,04,DE,OK
0x510C,0x290C,0B,40,1,0x00DB90,0x2F3,0x00DE83,0x010D,35,80,59,OK
0x510B,0x290B,0B,40,1,0x00DB90,0x2F4,0x00DE84,0x010C,35,08,E0,OK
0x510A,0x290A,0B,40,1,0x00DB90,0x2F5,0x00DE85,0x010B,35,04,DB,OK
0x5109,0x2909,0B,40,1,0x00DB90,0x2F6,0x00DE86,0x010A,35,A0,76,OK
0x5108,0x2908,0B,40,1,0x00DB90,0x2F7,0x00DE87,0x0109,35,22,F7,OK
0x5107,0x2907,0B,40,1,0x00DB90,0x2F8,0x00DE88,0x0108,35,88,5C,OK
0x5106,0x2906,0B,40,1,0x00DB90,0x2F9,0x00DE89,0x0107,35,A2,75,OK
0x5105,0x2905,0B,40,1,0x00DB90,0x2FA,0x00DE8A,0x0106,35,00,D2,OK
0x5104,0x2904,0B,40,1,0x00DB90,0x2FB,0x00DE8B,0x0105,35,AF,80,OK
0x5103,0x2903,0B,40,1,0x00DB90,0x2FC,0x00DE8C,0x0104,35,A8,78,OK
0x5102,0x2902,0B,40,1,0x00DB90,0x2FD,0x00DE8D,0x0103,35,09,D8,OK
0x5101,0x2901,0B,40,1,0x00DB90,0x2FE,0x00DE8E,0x0102,35,2A,F8,OK
0x5100,0x2900,0B,40,1,0x00DB90,0x2FF,0x00DE8F,0x0101,35,E8,B5,OK
0x50FF,0x28FF,0B,40,1,0x00DB90,0x300,0x00DE90,0x0100,35,91,5D,OK
0x50FE,0x28FE,0B,40,1,0x00DB90,0x301,0x00DE91,0x00FF,35,47,11,OK
0x50FD,0x28FD,0B,40,1,0x00DB90,0x302,0x00DE92,0x00FE,35,51,1A,OK
0x50FC,0x28FC,0B,40,1,0x00DB90,0x303,0x00DE93,0x00FD,35,33,FB,OK
0x50FB,0x28FB,0B,40,1,0x00DB90,0x304,0x00DE94,0x00FC,35,44,0B,OK
0x50FA,0x28FA,0B,40,1,0x00DB90,0x305,0x00DE95,0x00FB,35,55,1B,OK
0x50F9,0x28F9,0B,40,1,0x00DB90,0x306,0x00DE96,0x00FA,35,AA,6F,OK
0x50F8,0x28F8,0B,40,1,0x00DB90,0x307,0x00DE97,0x00F9,35,AF,73,OK
0x50F7,0x28F7,0B,40,1,0x00DB90,0x308,0x00DE98,0x00F8,35,B6,79,OK
0x50F6,0x28F6,0B,40,1,0x00DB90,0x309,0x00DE99,0x00F7,35,8A,4C,OK
0x50F5,0x28F5,0B,40,1,0x00DB90,0x30A,0x00DE9A,0x00F6,35,AA,6B,OK
0x50F4,0x28F4,0B,40,1,0x00DB90,0x30B,0x00DE9B,0x00F5,35,EA,AA,OK
0x50F3,0x28F3,0B,40,1,0x00DB90,0x30C,0x00DE9C,0x00F4,35,FF,BE,OK
0x50F2,0x28F2,0B,40,1,0x00DB90,0x30D,0x00DE9D,0x00F3,35,AA,68,OK
0x50F1,0x28F1,0B,40,1,0x00DB90,0x30E,0x00DE9E,0x00F2,35,07,C4,OK
0x50F0,0x28F0,0B,40,1,0x00DB90,0x30F,0x00DE9F,0x00F1,35,03,BF,OK
0x50EF,0x28EF,0B,40,1,0x00DB90,0x310,0x00DEA0,0x00F0,35,FA,B5,OK
0x50EE,0x28EE,0B,40,1,0x00DB90,0x311,0x00DEA1,0x00EF,35,BF,79,OK
0x50ED,0x28ED,0B,40,1,0x00DB90,0x312,0x00DEA2,0x00EE,35,09,C2,OK
0x50EC,0x28EC,0B,40,1,0x00DB90,0x313,0x00DEA3,0x00ED,35,EA,A2,OK
0x50EB,0x28EB,0B,40,1,0x00DB90,0x314,0x00DEA4,0x00EC,35,05,BC,OK
0x50EA,0x28EA,0B,40,1,0x00DB90,0x315,0x00DEA5,0x00EB,35,FD,B3,OK
0x50E9,0x28E9,0B,40,1,0x00DB90,0x316,0x00DEA6,0x00EA,35,AB,60,OK
0x50E8,0x28E8,0B,40,1,0x00DB90,0x317,0x00DEA7,0x00E9,35,2F,E3,OK
0x50E7,0x28E7,0B,40,1,0x00DB90,0x318,0x00DEA8,0x00E8,35,AF,62,OK
0x50E6,0x28E6,0B,40,1,0x00DB90,0x319,0x00DEA9,0x00E7,35,CB,7D,OK
0x50E5,0x28E5,0B,40,1,0x00DB90,0x31A,0x00DEAA,0x00E6,35,43,F4,OK
0x50E4,0x28E4,0B,40,1,0x00DB90,0x31B,0x00DEAB,0x00E5,35,0B,BB,OK
0x50E3,0x28E3,0B,40,1,0x00DB90,0x31C,0x00DEAC,0x00E4,35,04,B3,OK
0x50E2,0x28E2,0B,40,1,0x00DB90,0x31D,0x00DEAD,0x00E3,35,AA,58,OK
0x50E1,0x28E1,0B,40,1,0x00DB90,0x31E,0x00DEAE,0x00E2,35,05,B2,OK
0x50E0,0x28E0,0B,40,1,0x00DB90,0x31F,0x00DEAF,0x00E1,35,BB,67,OK
0x50DF,0x28DF,0B,40,1,0x00DB90,0x320,0x00DEB0,0x00E0,35,FA,A5,OK
0x50DE,0x28DE,0B,40,1,0x00DB90,0x321,0x00DEB1,0x00DF,35,AF,59,OK
0x50DD,0x28DD,0B,40,1,0x00DB90,0x322,0x00DEB2,0x00DE,35,5D,06,OK
0x50DC,0x28DC,0B,40,1,0x00DB90,0x323,0x00DEB3,0x00DD,35,DF,87,OK
0x50DB,0x28DB,0B,40,1,0x00DB90,0x324,0x00DEB4,0x00DC,35,7F,26,OK
0x50DA,0x28DA,0B,40,1,0x00DB90,0x325,0x00DEB5,0x00DB,35,55,FB,OK
0x50D9,0x28D9,0B,40,1,0x00DB90,0x326,0x00DEB6,0x00DA,35,05,AA,OK
0x50D8,0x28D8,0B,40,1,0x00DB90,0x327,0x00DEB7,0x00D9,35,04,A8,OK
0x50D7,0x28D7,0B,40,1,0x00DB90,0x328,0x00DEB8,0x00D8,35,10,B3,OK
0x50D6,0x28D6,0B,40,1,0x00DB90,0x329,0x00DEB9,0x00D7,35,05,A7,OK
0x50D5,0x28D5,0B,40,1,0x00DB90,0x32A,0x00DEBA,0x00D6,35,01,A2,OK
0x50D4,0x28D4,0B,40,1,0x00DB90,0x32B,0x00DEBB,0x00D5,35,04,A4,OK
0x50D3,0x28D3,0B,40,1,0x00DB90,0x32C,0x00DEBC,0x00D4,35,04,A3,OK
0x50D2,0x28D2,0B,40,1,0x00DB90,0x32D,0x00DEBD,0x00D3,35,01,9F,OK
0x50D1,0x28D1,0B,40,1,0x00DB90,0x32E,0x00DEBE,0x00D2,35,15,B2,OK
0x50D0,0x28D0,0B,40,1,0x00DB90,0x32F,0x00DEBF,0x00D1,35,54,F0,OK
0x50CF,0x28CF,0B,40,1,0x00DB90,0x330,0x00DEC0,0x00D0,35,41,DC,OK
0x50CE,0x28CE,0B,40,1,0x00DB90,0x331,0x00DEC1,0x00CF,35,11,AB,OK
0x50CD,0x28CD,0B,40,1,0x00DB90,0x332,0x00DEC2,0x00CE,35,01,9A,OK
0x50CC,0x28CC,0B,40,1,0x00DB90,0x333,0x00DEC3,0x00CD,35,05,9D,OK
0x50CB,0x28CB,0B,40,1,0x00DB90,0x334,0x00DEC4,0x00CC,35,51,E8,OK
0x50CA,0x28CA,0B,40,1,0x00DB90,0x335,0x00DEC5,0x00CB,35,10,A6,OK
0x50C9,0x28C9,0B,40,1,0x00DB90,0x336,0x00DEC6,0x00CA,35,00,95,OK
0x50C8,0x28C8,0B,40,1,0x00DB90,0x337,0x00DEC7,0x00C9,35,41,D5,OK
0x50C7,0x28C7,0B,40,1,0x00DB90,0x338,0x00DEC8,0x00C8,35,05,98,OK
0x50C6,0x28C6,0B,40,1,0x00DB90,0x339,0x00DEC9,0x00C7,35,04,96,OK
0x50C5,0x28C5,0B,40,1,0x00DB90,0x33A,0x00DECA,0x00C6,35,44,D5,OK
0x50C4,0x28C4,0B,40,1,0x00DB90,0x33B,0x00DECB,0x00C5,35,01,91,OK
0x50C3,0x28C3,0B,40,1,0x00DB90,0x33C,0x00DECC,0x00C4,35,41,D0,OK
0x50C2,0x28C2,0B,40,1,0x00DB90,0x33D,0x00DECD,0x00C3,35,05,93,OK
0x50C1,0x28C1,0B,40,1,0x00DB90,0x33E,0x00DECE,0x00C2,35,05,92,OK
0x50C0,0x28C0,0B,40,1,0x00DB90,0x33F,0x00DECF,0x00C1,35,04,90,OK
0x50BF,0x28BF,0B,40,1,0x00DB90,0x340,0x00DED0,0x00C0,35,11,9C,OK
0x50BE,0x28BE,0B,40,1,0x00DB90,0x341,0x00DED1,0x00BF,35,10,9A,OK
0x50BD,0x28BD,0B,40,1,0x00DB90,0x342,0x00DED2,0x00BE,35,05,8E,OK
0x50BC,0x28BC,0B,40,1,0x00DB90,0x343,0x00DED3,0x00BD,35,04,8C,OK
0x50BB,0x28BB,0B,40,1,0x00DB90,0x344,0x00DED4,0x00BC,35,44,CB,OK
0x50BA,0x28BA,0B,40,1,0x00DB90,0x345,0x00DED5,0x00BB,35,05,8B,OK
0x50B9,0x28B9,0B,40,1,0x00DB90,0x346,0x00DED6,0x00BA,35,05,8A,OK
0x50B8,0x28B8,0B,40,1,0x00DB90,0x347,0x00DED7,0x00B9,35,41,C5,OK
0x50B7,0x28B7,0B,40,1,0x00DB90,0x348,0x00DED8,0x00B8,35,14,97,OK
0x50B6,0x28B6,0B,40,1,0x00DB90,0x349,0x00DED9,0x00B7,35,44,C6,OK
0x50B5,0x28B5,0B,40,1,0x00DB90,0x34A,0x00DEDA,0x00B6,35,05,86,OK
0x50B4,0x28B4,0B,40,1,0x00DB90,0x34B,0x00DEDB,0x00B5,35,56,D6,OK
0x50B3,0x28B3,0B,40,1,0x00DB90,0x34C,0x00DEDC,0x00B4,35,15,94,OK
0x50B2,0x28B2,0B,40,1,0x00DB90,0x34D,0x00DEDD,0x00B3,35,04,82,OK
0x50B1,0x28B1,0B,40,1,0x00DB90,0x34E,0x00DEDE,0x00B2,35,04,81,OK
0x50B0,0x28B0,0B,40,1,0x00DB90,0x34F,0x00DEDF,0x00B1,35,01,7D,OK
0x50AF,0x28AF,0B,40,1,0x00DB90,0x350,0x00DEE0,0x00B0,35,00,7B,OK
0x50AE,0x28AE,0B,40,1,0x00DB90,0x351,0x00DEE1,0x00AF,35,05,7F,OK
0x50AD,0x28AD,0B,40,1,0x00DB90,0x352,0x00DEE2,0x00AE,35,04,7D,OK
0x50AC,0x28AC,0B,40,1,0x00DB90,0x353,0x00DEE3,0x00AD,35,A5,1D,OK
0x50AB,0x28AB,0B,40,1,0x00DB90,0x354,0x00DEE4,0x00AC,35,8B,02,OK
0x50AA,0x28AA,0B,40,1,0x00DB90,0x355,0x00DEE5,0x00AB,35,1A,90,OK
0x50A9,0x28A9,0B,40,1,0x00DB90,0x356,0x00DEE6,0x00AA,35,24,99,OK
0x50A8,0x28A8,0B,40,1,0x00DB90,0x357,0x00DEE7,0x00A9,35,F6,6A,OK
0x50A7,0x28A7,0B,40,1,0x00DB90,0x358,0x00DEE8,0x00A8,35,AB,1E,OK
0x50A6,0x28A6,0B,40,1,0x00DB90,0x359,0x00DEE9,0x00A7,35,0A,7C,OK
0x50A5,0x28A5,0B,40,1,0x00DB90,0x35A,0x00DEEA,0x00A6,35,75,E6,OK
0x50A4,0x28A4,0B,40,1,0x00DB90,0x35B,0x00DEEB,0x00A5,35,57,C7,OK
0x50A3,0x28A3,0B,40,1,0x00DB90,0x35C,0x00DEEC,0x00A4,35,55,C4,OK
0x50A2,0x28A2,0B,40,1,0x00DB90,0x35D,0x00DEED,0x00A3,35,7F,ED,OK
0x50A1,0x28A1,0B,40,1,0x00DB90,0x35E,0x00DEEE,0x00A2,35,57,C4,OK
0x50A0,0x28A0,0B,40,1,0x00DB90,0x35F,0x00DEEF,0x00A1,35,55,C1,OK
0x509F,0x289F,0B,40,1,0x00DB90,0x360,0x00DEF0,0x00A0,35,06,71,OK
0x509E,0x289E,0B,40,1,0x00DB90,0x361,0x00DEF1,0x009F,35,43,AD,OK
0x509D,0x289D,0B,40,1,0x00DB90,0x362,0x00DEF2,0x009E,35,55,BE,OK
0x509C,0x289C,0B,40,1,0x00DB90,0x363,0x00DEF3,0x009D,35,15,7D,OK
0x509B,0x289B,0B,40,1,0x00DB90,0x364,0x00DEF4,0x009C,35,D5,3C,OK
0x509A,0x289A,0B,40,1,0x00DB90,0x365,0x00DEF5,0x009B,35,5F,C5,OK
0x5099,0x2899,0B,40,1,0x00DB90,0x366,0x00DEF6,0x009A,35,55,BA,OK
0x5098,0x2898,0B,40,1,0x00DB90,0x367,0x00DEF7,0x0099,35,05,69,OK
0x5097,0x2897,0B,40,1,0x00DB90,0x368,0x00DEF8,0x0098,35,75,D8,OK
0x5096,0x2896,0B,40,1,0x00DB90,0x369,0x00DEF9,0x0097,35,7F,E1,OK
0x5095,0x2895,0B,40,1,0x00DB90,0x36A,0x00DEFA,0x0096,35,85,E6,OK
0x5094,0x2894,0B,40,1,0x00DB90,0x36B,0x00DEFB,0x0095,35,BD,1D,OK
0x5093,0x2893,0B,40,1,0x00DB90,0x36C,0x00DEFC,0x0094,35,9A,F9,OK
0x5092,0x2892,0B,40,1,0x00DB90,0x36D,0x00DEFD,0x0093,35,57,B5,OK
0x5091,0x2891,0B,40,1,0x00DB90,0x36E,0x00DEFE,0x0092,35,BD,1A,OK
0x5090,0x2890,0B,40,1,0x00DB90,0x36F,0x00DEFF,0x0091,35,21,7D,OK
0x508F,0x288F,0B,40,1,0x00DB90,0x370,0x00DF00,0x0090,35,63,BE,OK
0x508E,0x288E,0B,40,1,0x00DB90,0x371,0x00DF01,0x008F,35,59,B3,OK
0x508D,0x288D,0B,40,1,0x00DB90,0x372,0x00DF02,0x008E,35,D5,2E,OK
0x508C,0x288C,0B,40,1,0x00DB90,0x373,0x00DF03,0x008D,35,CC,24,OK
0x508B,0x288B,0B,40,1,0x00DB90,0x374,0x00DF04,0x008C,35,7D,D4,OK
0x508A,0x288A,0B,40,1,0x00DB90,0x375,0x00DF05,0x008B,35,BF,15,OK
0x5089,0x2889,0B,40,1,0x00DB90,0x376,0x00DF06,0x008A,35,AE,03,OK
0x5088,0x2888,0B,40,1,0x00DB90,0x377,0x00DF07,0x0089,35,D6,2A,OK
0x5087,0x2887,0B,40,1,0x00DB90,0x378,0x00DF08,0x0088,35,81,D4,OK
0x5086,0x2886,0B,40,1,0x00DB90,0x379,0x00DF09,0x0087,35,80,D2,OK
0x5085,0x2885,0B,40,1,0x00DB90,0x37A,0x00DF0A,0x0086,35,05,56,OK
0x5084,0x2884,0B,40,1,0x00DB90,0x37B,0x00DF0B,0x0085,35,20,70,OK
0x5083,0x2883,0B,40,1,0x00DB90,0x37C,0x00DF0C,0x0084,35,AA,F9,OK
0x5082,0x2882,0B,40,1,0x00DB90,0x37D,0x00DF0D,0x0083,35,08,56,OK
0x5081,0x2881,0B,40,1,0x00DB90,0x37E,0x00DF0E,0x0082,35,04,51,OK
0x5080,0x2880,0B,40,1,0x00DB90,0x37F,0x00DF0F,0x0081,35,20,6C,OK
0x507F,0x287F,0B,40,1,0x00DB90,0x380,0x00DF10,0x0080,35,80,CB,OK
0x507E,0x287E,0B,40,1,0x00DB90,0x381,0x00DF11,0x007F,35,05,4F,OK
0x507D,0x287D,0B,40,1,0x00DB90,0x382,0x00DF12,0x007E,35,88,D1,OK
0x507C,0x287C,0B,40,1,0x00DB90,0x383,0x00DF13,0x007D,35,80,C8,OK
0x507B,0x287B,0B,40,1,0x00DB90,0x384,0x00DF14,0x007C,35,00,47,OK
0x507A,0x287A,0B,40,1,0x00DB90,0x385,0x00DF15,0x007B,35,22,68,OK
0x5079,0x2879,0B,40,1,0x00DB90,0x386,0x00DF16,0x007A,35,02,47,OK
0x5078,0x2878,0B,40,1,0x00DB90,0x387,0x00DF17,0x0079,35,04,48,OK
0x5077,0x2877,0B,40,1,0x00DB90,0x388,0x00DF18,0x0078,35,0A,4D,OK
0x5076,0x2876,0B,40,1,0x00DB90,0x389,0x00DF19,0x0077,35,04,46,OK
0x5075,0x2875,0B,40,1,0x00DB90,0x38A,0x00DF1A,0x0076,35,8A,CB,OK
0x5074,0x2874,0B,40,1,0x00DB90,0x38B,0x00DF1B,0x0075,35,82,C2,OK
0x5073,0x2873,0B,40,1,0x00DB90,0x38C,0x00DF1C,0x0074,35,0A,49,OK
0x5072,0x2872,0B,40,1,0x00DB90,0x38D,0x00DF1D,0x0073,35,04,42,OK
0x5071,0x2871,0B,40,1,0x00DB90,0x38E,0x00DF1E,0x0072,35,A0,DD,OK
0x5070,0x2870,0B,40,1,0x00DB90,0x38F,0x00DF1F,0x0071,35,00,3C,OK
0x506F,0x286F,0B,40,1,0x00DB90,0x390,0x00DF20,0x0070,35,A8,E3,OK
0x506E,0x286E,0B,40,1,0x00DB90,0x391,0x00DF21,0x006F,35,2A,64,OK
0x506D,0x286D,0B,40,1,0x00DB90,0x392,0x00DF22,0x006E,35,28,61,OK
0x506C,0x286C,0B,40,1,0x00DB90,0x393,0x00DF23,0x006D,35,0A,42,OK
0x506B,0x286B,0B,40,1,0x00DB90,0x394,0x00DF24,0x006C,35,04,3B,OK
0x506A,0x286A,0B,40,1,0x00DB90,0x395,0x00DF25,0x006B,35,80,B6,OK
0x5069,0x2869,0B,40,1,0x00DB90,0x396,0x00DF26,0x006A,35,20,55,OK
0x5068,0x2868,0B,40,1,0x00DB90,0x397,0x00DF27,0x0069,35,02,36,OK
0x5067,0x2867,0B,40,1,0x00DB90,0x398,0x00DF28,0x0068,35,04,37,OK
0x5066,0x2866,0B,40,1,0x00DB90,0x399,0x00DF29,0x0067,35,08,3A,OK
0x5065,0x2865,0B,40,1,0x00DB90,0x39A,0x00DF2A,0x0066,35,05,36,OK
0x5064,0x2864,0B,40,1,0x00DB90,0x39B,0x00DF2B,0x0065,35,A0,D0,OK
0x5063,0x2863,0B,40,1,0x00DB90,0x39C,0x00DF2C,0x0064,35,08,37,OK
0x5062,0x2862,0B,40,1,0x00DB90,0x39D,0x00DF2D,0x0063,35,04,32,OK
0x5061,0x2861,0B,40,1,0x00DB90,0x39E,0x00DF2E,0x0062,35,AA,D7,OK
0x5060,0x2860,0B,40,1,0x00DB90,0x39F,0x00DF2F,0x0061,35,02,2E,OK
0x505F,0x285F,0B,40,1,0x00DB90,0x3A0,0x00DF30,0x0060,35,04,2F,OK
0x505E,0x285E,0B,40,1,0x00DB90,0x3A1,0x00DF31,0x005F,35,A8,D2,OK
0x505D,0x285D,0B,40,1,0x00DB90,0x3A2,0x00DF32,0x005E,35,AA,D3,OK
0x505C,0x285C,0B,40,1,0x00DB90,0x3A3,0x00DF33,0x005D,35,22,4A,OK
0x505B,0x285B,0B,40,1,0x00DB90,0x3A4,0x00DF34,0x005C,35,28,4F,OK
0x505A,0x285A,0B,40,1,0x00DB90,0x3A5,0x00DF35,0x005B,35,88,AE,OK
0x5059,0x2859,0B,40,1,0x00DB90,0x3A6,0x00DF36,0x005A,35,22,47,OK
0x5058,0x2858,0B,40,1,0x00DB90,0x3A7,0x00DF37,0x0059,35,82,A6,OK
0x5057,0x2857,0B,40,1,0x00DB90,0x3A8,0x00DF38,0x0058,35,40,63,OK
0x5056,0x2856,0B,40,1,0x00DB90,0x3A9,0x00DF39,0x0057,35,55,77,OK
0x5055,0x2855,0B,40,1,0x00DB90,0x3AA,0x00DF3A,0x0056,35,65,86,OK
